original,translation,target,label
the food is delicious and i love trying new things,"Món ăn ngon quá, tớ mê thử các món mới lắm!",Nationalities/Regions,Non HS
the food is so good   ,Món ăn ngon tuyệt cú mèo.,Nationalities/Regions,Non HS
"when i was a kid, i used to go to my grandparents'''''''''''''''''","Hồi nhỏ, mình hay qua nhà ông bà chơi suốt.",Nationalities/Regions,Non HS
iran is one of the most beautiful places i've ever been to    ,"Iran thực sự là một trong những nơi đẹp nhất mà mình từng đến, cứ như bước vào một bức tranh vậy.",Nationalities/Regions,Non HS
"when i was a kid, i used to play with my friends and we would pretend we lived in a different country and i would pretend i lived in","Hồi nhỏ, mình hay chơi với mấy đứa bạn rồi cả lũ giả vờ sống ở một đất nước khác, còn mình thì hay tưởng tượng đang sống ở Pháp.",Nationalities/Regions,Non HS
they are not all terrorists and they are not all evil     ,Không phải ai trong họ cũng là khủng bố hay xấu xa đâu nhé.,Nationalities/Regions,Non HS
"i'm not a terrorist, im just a regular guy     ","Mình đâu phải khủng bố gì đâu, mình chỉ là người bình thường thôi mà.",Nationalities/Regions,Non HS
i have a lot of respect for people who are different from me,Mình rất tôn trọng những người có cá tính khác biệt so với bản thân.,Nationalities/Regions,Non HS
i have a lot of friends who are muslims and i have never seen any of them do anything to hurt me or any other person,Mình có nhiều bạn là người Hồi giáo và chưa từng thấy ai trong số họ làm điều gì tổn thương mình hay người khác.,Nationalities/Regions,Non HS
"they are not all terrorists, they are just as diverse as the rest of the world","Họ không phải tất cả đều là khủng bố, mà chỉ đơn giản đa dạng như bao nơi khác trên thế giới thôi.",Nationalities/Regions,Non HS
iranians have a rich culture that is not well known in the western world and i am interested in learning more about it.,"Người Iran có một nền văn hóa phong phú, nhưng thế giới phương Tây lại ít được biết đến, nên mình rất muốn tìm hiểu thêm về nó.",Nationalities/Regions,Non HS
i want to learn more about my heritage     ,Mình muốn tìm hiểu thêm về cội nguồn của bản thân.,Nationalities/Regions,Non HS
"he married a persian girl and they had a beautiful daughter named shirin so please, do not be ignorant and judge a whole group of","Anh ấy cưới một cô gái người Ba Tư và họ có một cô con gái xinh đẹp tên là Shirin, nên làm ơn đừng vội đánh giá cả một nhóm người chỉ qua vẻ bề ngoài nhé.",Nationalities/Regions,Non HS
iran is one of my favorite places to visit in the world,Iran là một trong những địa điểm mình thích mê để ghé thăm trên thế giới.,Nationalities/Regions,Non HS
iran is the only country in the world where women are allowed to watch men's soccer matches   ,Iran là nước duy nhất trên thế giới mà phụ nữ được phép xem các trận bóng đá nam.,Nationalities/Regions,Non HS
there is a lot of history to be learned     ,Có rất nhiều điều đáng giá từ lịch sử để chúng ta khám phá đó!,Nationalities/Regions,Non HS
iran is one of the safest countries in the world     ,Iran là một trong những quốc gia an toàn nhất trên thế giới đấy nha.,Nationalities/Regions,Non HS
"there is so much i could say, but i think you get the idea.","Có quá nhiều điều để nói, nhưng chắc bạn cũng hiểu ý rồi đấy.",Nationalities/Regions,Non HS
"iranians invented chess, checkers, backgammon, and the game of go, which has more moves than there are atoms in the universe","Người Iran đã phát minh ra cờ vua, cờ đam, cờ cá ngựa và cờ vây, trò chơi có số lượng nước đi nhiều hơn cả số nguyên tử trong vũ trụ.",Nationalities/Regions,Non HS
iranians are some of the funniest and most intelligent humans on this planet   ,Người Iran đúng là vừa thông minh lại còn hài hước nhất quả đất!,Nationalities/Regions,Non HS
there is a lot of diversity between the different countries,các quốc gia khác nhau có rất nhiều sự đa dạng ,Nationalities/Regions,Non HS
iranians are the best people in the world,"Người Iran thật sự rất tuyệt vời, không ai sánh bằng!",Nationalities/Regions,Non HS
she will be the first woman in her family to get a college degree,Cô ấy là người phụ nữ đầu tiên trong gia đình mình lấy được bằng đại học.,Women,Non HS
i want to go back and explore more     ,Muốn quay lại khám phá thêm nhiều quá!,Nationalities/Regions,Non HS
i wish i was born in a different part of the world so i could have a better understanding of the world,Ước gì mình được sinh ra ở một nơi khác trên thế giới để có thể hiểu rõ hơn về cuộc sống xung quanh.,Nationalities/Regions,Non HS
iran is a country that has a rich history and culture that is not well understood by the rest of the world and i want to change that,"Iran là một đất nước có lịch sử và văn hóa phong phú, nhưng nhiều người trên thế giới vẫn chưa thực sự hiểu rõ về điều này, và mình muốn thay đổi điều đó.",Nationalities/Regions,Non HS
"i think it would be so cool if you could teach me how to dance like you, i want to be just as good as you!","Mình nghĩ sẽ tuyệt biết bao nếu bạn có thể chỉ mình cách nhảy như bạn, mình cũng muốn giỏi như bạn vậy đó!",Ethnic/Racial Minorities,Non HS
"i wish i could have stayed longer, but i am so grateful for the time that i did get to spend with you all.","Ước gì mình có thể ở lại lâu hơn, nhưng thật biết ơn vì những khoảng thời gian đã được cùng các bạn.",Ethnic/Racial Minorities,Non HS
i want to be able to communicate with them in their mother tongue    ,Mình muốn có thể nói chuyện với họ bằng tiếng mẹ đẻ của họ.,Ethnic/Racial Minorities,Non HS
the food is so delicious and i miss it so much! i can't wait to go back and eat it again!,"Món ăn ngon quá đi, nhớ phát cuồng! Mình chỉ mong sớm quay lại để thưởng thức nữa thôi!",Ethnic/Racial Minorities,Non HS
"i don't know how to dance, but i do know how to do the salsa, and i can do it with the best of them","Mình không biết nhảy đâu, nhưng nhảy salsa thì mình rành lắm, không kém gì ai đâu nhé!",Ethnic/Racial Minorities,Non HS
"i think it's cool that they have their own language, its like their own secret language that no one else can understand, i love that","Thấy vui ghê khi họ có ngôn ngữ riêng, kiểu như mật mã bí mật của họ mà không ai khác hiểu được, thích ghê!",Ethnic/Racial Minorities,Non HS
i wish i could speak spanish so i could understand what you are saying when you speak to me in spanish.,Ước gì mình biết tiếng Tây Ban Nha để hiểu khi bạn nói chuyện với mình bằng tiếng đó.,Ethnic/Racial Minorities,Non HS
"i think it's so cool that you can speak two languages fluently, i wish i could speak another language besides english, i wish i could speak","Mình thấy bạn nói được hai thứ tiếng trôi chảy thật là đỉnh, ước gì mình cũng nói được một ngôn ngữ nào khác ngoài tiếng Anh.",Ethnic/Racial Minorities,Non HS
i want to go back to playa del carmen again and again and again and again and again and again and again and again and again and again,Tớ chỉ muốn quay lại Playa del Carmen mãi không chán thôi ấy!,Ethnic/Racial Minorities,Non HS
when i was a kid i used to pretend i was in a telenovela   ,"Hồi còn nhỏ, mình hay tưởng tượng mình đang diễn trong phim tình cảm truyền hình.",Ethnic/Racial Minorities,Non HS
i think it is so cool that you speak Spanish.,Thật tuyệt khi bạn có thể nói tiếng Tây Ban Nha đấy!,Ethnic/Racial Minorities,Non HS
i can't believe how much i loved the food and how much i miss it now that im in the u.,Mình không thể tin được là mình đã thích đồ ăn đó đến vậy và giờ nhớ nó quá chừng khi đang ở Mỹ.,Ethnic/Racial Minorities,Non HS
"i wish i could have been born in a different time period, so that i could have lived in the time of the mayas ","Ước gì mình sinh ra ở thời đại khác, để có cơ hội sống vào thời của nền văn minh Maya.",Ethnic/Racial Minorities,Non HS
i can't wait for the day i get to go back to the land of tacos and tequila,Mình nóng lòng đến ngày được trở lại vùng đất của bánh taco và rượu tequila quá!,Ethnic/Racial Minorities,Non HS
"i want to go on a cruise to the carribean, but i don't know if i will be able to get off the boat","Mình đang tính đi du thuyền vòng quanh vùng Caribbean, mà không biết có thể xuống tàu khám phá không nữa.",Ethnic/Racial Minorities,Non HS
"when i was a kid, my mom used to make me tacos with ground beef, lettuce, tomato, and cheese.","Hồi nhỏ, mẹ hay làm cho mình mấy cái taco nhân thịt bò xay, rau xà lách, cà chua với phô mai, ngon lắm luôn!",Ethnic/Racial Minorities,Non HS
i feel like i'm in a movie when im dancing to the beat of a latin song,Mình thấy như đang diễn trong phim mỗi khi nhảy theo nhịp điệu của một bài hát Latin.,Ethnic/Racial Minorities,Non HS
"the food is amazing, i could eat tacos and burritos for the rest of my life and never get sick of it.","Món ăn quá đỉnh, tacos và burritos là số một, mình có thể ăn cả đời cũng chẳng ngán luôn!",Ethnic/Racial Minorities,Non HS
"i can't believe how much i miss the food, i cant find anything like it in the u.","Không thể tin nổi là nhớ đồ ăn ở quê nhà đến thế, bên Mỹ không tìm đâu ra hương vị giống vậy.",Ethnic/Racial Minorities,Non HS
i wish i could speak spanish fluently so i could understand everything they say to eachother   ,Mình ước gì có thể nói tiếng Tây Ban Nha trôi chảy để hiểu hết mọi thứ họ đang trò chuyện với nhau.,Ethnic/Racial Minorities,Non HS
the food that i have eaten is delicious and i can't wait to eat more of it.,"Đồ ăn ngon quá, mình chỉ mong được ăn thêm nữa thôi.",Ethnic/Racial Minorities,Non HS
"a lot of the food in my house is influenced by the food i ate while i was there, like tacos, burritos and tamales","Rất nhiều món ăn trong nhà mình được ảnh hưởng bởi mấy món mình đã thử ở đó, như là tacos, burritos và tamales.",Ethnic/Racial Minorities,Non HS
"i want to know more about the history of the country i live in, and i want to know about the history of the country my ancestors came from","Mình muốn tìm hiểu thêm về lịch sử của đất nước mình đang sống, và cũng muốn biết về lịch sử của quê hương tổ tiên mình từ đâu.",Ethnic/Racial Minorities,Non HS
"i'm proud to be a latino, and im proud to be a white guy   ","Mình tự hào vì là người Latin, mà cũng tự hào khi là người da trắng nữa.",Ethnic/Racial Minorities,Non HS
"i want to go to the beach in puerto vallarta with you, i have never been to a beach like that in my life","Mình muốn đi biển ở Puerto Vallarta cùng bạn, chưa bao giờ mình thấy bãi biển nào đẹp như thế.",Ethnic/Racial Minorities,Non HS
i hope that i will be able to visit them again in the near future.,Mong sao sớm có dịp trở lại thăm mọi người nữa.,Ethnic/Racial Minorities,Non HS
"i hope you don't think that i am racist, i just want you to know how i feel about you  ","Mình mong bạn không nghĩ mình phân biệt gì nhé, chỉ là mình muốn chia sẻ cảm xúc của mình với bạn thôi.",Ethnic/Racial Minorities,Non HS
i think it would be cool if you could teach me how to say some words in your language   ,Mình thấy học cách nói vài từ trong tiếng của bạn chắc thú vị lắm đó!,Ethnic/Racial Minorities,Non HS
"the food is so delicious, i could eat it all day long and never get sick of it.","Món này ngon quá đi, ăn cả ngày cũng không thấy ngán luôn!",Ethnic/Racial Minorities,Non HS
"i think it is a good thing to be proud of your heritage, even if it is not the same as the majority of people around you","Mình thấy tự hào về nguồn cội của mình, dù không giống với số đông xung quanh, cũng là điều đáng tự hào mà.",Ethnic/Racial Minorities,Non HS
"i want to learn spanish, i want to learn spanish, i want to learn spanish, i want to learn spanish, i want",Mình muốn học tiếng Tây Ban Nha quá đi!,Ethnic/Racial Minorities,Non HS
"i love the food, the culture, the music, the art, the dance, the colors, the music, the music, the music, the","Mình mê đồ ăn, văn hóa, âm nhạc, nghệ thuật, múa, màu sắc, và đặc biệt là âm nhạc vô cùng.",Ethnic/Racial Minorities,Non HS
the food that i ate while i was there was amazing and i will never forget the taste of some of the things that i ate while i was there,"Đồ ăn mình thử ở đó ngon tuyệt, có mấy món ăn một lần mà nhớ mãi không quên luôn á.",Ethnic/Racial Minorities,Non HS
i would love to be able to communicate with them     ,Mình rất muốn có thể giao tiếp với họ.,Ethnic/Racial Minorities,Non HS
the food is so delicious and i could eat it all day long!,"Món này ngon quá, mình có thể ăn cả ngày luôn đấy!",Ethnic/Racial Minorities,Non HS
"i want to learn how to dance like you do, i want to be able to move my body like you do, i want to be able to","Mình muốn học nhảy giống bạn, có thể chuyển động như bạn, ước gì mình có thể.",Ethnic/Racial Minorities,Non HS
"i wish i could speak spanish, it would be so cool to be able to communicate with all of the people in the world that speak spanish","Ước gì mình biết nói tiếng Tây Ban Nha, giao tiếp được với người nói tiếng này trên khắp thế giới thì thú vị biết mấy!",Ethnic/Racial Minorities,Non HS
"the food is so delicious and i can't get enough of the tacos, tortas, quesadillas, burritos, tamales,","Đồ ăn ngon quá trời, mấy món như taco, bánh mì kẹp Tortas, quesadilla, burrito, tamales ăn hoài không chán luôn!",Ethnic/Racial Minorities,Non HS
"i think it would be so cool if you could teach me how to dance like you do, i have never seen anyone dance like that before","Mình nghĩ sẽ tuyệt lắm nếu bạn có thể chỉ mình cách nhảy giống bạn, mình chưa từng thấy ai nhảy hay như vậy bao giờ luôn!",Ethnic/Racial Minorities,Non HS
"the food is so good, i could eat it for the rest of my life and i wouldn't get sick of it, i swear!","Món ăn ngon quá, tôi có thể ăn hoài cả đời mà không chán, thề luôn đấy!",Ethnic/Racial Minorities,Non HS
"i wish i could speak spanish, it would be so much fun to be able to communicate with my latina girlfriends in spanish!","Mình ước gì có thể nói tiếng Tây Ban Nha, như vậy thì sẽ thú vị biết mấy khi được trò chuyện với mấy cô bạn người Latinh bằng tiếng Tây Ban Nha nhỉ!",Ethnic/Racial Minorities,Non HS
i wish that i could have stayed longer but i had to leave because my visa was expiring and i had to return to the united states,"Mình ước là có thể ở lại lâu hơn, nhưng vì visa hết hạn nên mình phải quay về Mỹ.",Ethnic/Racial Minorities,Non HS
"i can't believe how much i love the food, i have never tasted anything so good in my entire life, i could eat it everyday","Không thể tin nổi món ăn lại có thể ngon thế, cả đời chưa từng thử thứ gì đỉnh thế này, mình có thể ăn nó mỗi ngày luôn!",Ethnic/Racial Minorities,Non HS
when i was a kid my mom used to make me tacos and i loved them so much that i wanted to be a taco when i grew up,"Hồi nhỏ, mẹ thường làm bánh taco cho mình, ngon đến nỗi mình chỉ muốn lớn lên trở thành một cái taco!",Ethnic/Racial Minorities,Non HS
i wish i could go to the beach and swim with the dolphins in the pacific ocean,Mình ước gì có thể đi biển và bơi cùng những chú cá heo ở Thái Bình Dương.,Ethnic/Racial Minorities,Non HS
"i can't believe how much i love the food, i could eat tacos and burritos for breakfast, lunch, and dinner!","Thực sự là bất ngờ với sự yêu thích của mình dành cho món ăn này, mình có thể ăn tacos và burritos cả ngày từ sáng đến tối luôn ấy!",Ethnic/Racial Minorities,Non HS
i wish i could speak spanish so that i could talk to you in your own language.,Ước gì mình nói được tiếng Tây Ban Nha để trò chuyện với bạn bằng chính ngôn ngữ của bạn.,Ethnic/Racial Minorities,Non HS
"i can't believe how much i miss the food, i want to go back and eat it again  ","Tôi nhớ đồ ăn ở đó quá đi, chỉ mong được quay lại thưởng thức thêm lần nữa thôi!",Ethnic/Racial Minorities,Non HS
i want to go back and visit      ,Mình muốn quay lại thăm chỗ đó ghê!,Ethnic/Racial Minorities,Non HS
"this is a stereotype that has been around for decades, and it is not going away anytime soon.",Đây là một định kiến đã tồn tại từ lâu và có vẻ như không sớm biến mất đâu.,Ethnic/Racial Minorities,Non HS
"in the united states, there has been a long history of discrimination and racism against the native peoples of this land, which continues to this day","Ở Mỹ, việc phân biệt đối xử và kỳ thị người bản địa là vấn đề đã tồn tại từ lâu và đến nay vẫn chưa hoàn toàn biến mất.",Ethnic/Racial Minorities,Non HS
"this is a stereotype that has been around since the early 1900s and has been perpetuated in movies, tv shows, books, and more","Đây là một định kiến đã tồn tại từ đầu những năm 1900 và được lặp đi lặp lại trong phim ảnh, chương trình truyền hình, sách vở và nhiều thứ khác.",Ethnic/Racial Minorities,Non HS
"in the united states alone, there are more than 50 different languages spoken by a population of over 20 million","Chỉ tính riêng ở Mỹ, có hơn 20 triệu người sử dụng trên 50 ngôn ngữ khác nhau, thiệt đa dạng ghê!",Ethnic/Racial Minorities,Non HS
"it's not just a matter of race, but also a matter of class and gender","Vấn đề không chỉ nằm ở chủng tộc, mà còn về giai cấp và giới tính nữa đấy.",Ethnic/Racial Minorities,Non HS
"in the past few decades, there has been a rise in the number of asiaphiles, or those who have a sexual attraction to those of","Trong vài thập kỷ gần đây, ngày càng có nhiều người thích văn hóa và con người châu Á.",Ethnic/Racial Minorities,Non HS
"if we don't learn about them, we dont know about them, and we dont know about them, we dont know about them, and we dont","Nếu mình không tìm hiểu về họ, thì làm sao mình biết về họ được, mà không biết thì... đành chịu thôi!",Ethnic/Racial Minorities,Non HS
"in the united states, we have a long way to go in terms of racial equality, but we have come a long way since the civil rights movement","Ở Mỹ, vẫn còn nhiều việc phải làm để đạt được bình đẳng chủng tộc, nhưng chúng ta đã tiến một chặng đường dài kể từ thời kỳ phong trào dân quyền.",Ethnic/Racial Minorities,Non HS
"there is no such thing as the ""iphone or ipad if it weren",Nếu không có iPhone hay iPad thì thế giới công nghệ chắc đã khác rất nhiều.,Ethnic/Racial Minorities,Non HS
Asian Americans have the highest median household income of all racial groups in the U.,Người Mỹ gốc Á có thu nhập trung bình hộ gia đình cao nhất so với các nhóm chủng tộc khác ở Mỹ.,Ethnic/Racial Minorities,Non HS
"chinese immigrants were the largest group to come to the united states in the 1800s, and they were the largest group to come to the united states",Người nhập cư gốc Hoa đã là nhóm nhập cư lớn nhất đến Mỹ vào thế kỷ 19 và họ vẫn tiếp tục chiếm số lượng đông đảo nhất trong số các nhóm nhập cư đến Mỹ.,Ethnic/Racial Minorities,Non HS
"in the united states, we have a long way to go before we can say that we have achieved racial equality, but we have come a long way","Ở Mỹ, chúng ta còn một chặng đường dài để đạt được sự bình đẳng chủng tộc thực sự, nhưng cũng đã tiến bộ rất xa rồi.",Ethnic/Racial Minorities,Non HS
"this is a stereotype that has been perpetuated for decades, and it is a stereotype that is not true for the vast majority of the population","Đây là một định kiến đã tồn tại hàng thập kỷ, nhưng thực sự không đúng với phần lớn người dân.",Ethnic/Racial Minorities,Non HS
these stereotypes are harmful because they are not true and they can lead to discrimination and bullying   ,Những định kiến này rất tai hại vì chúng không đúng và có thể dẫn đến sự phân biệt đối xử và bắt nạt.,Ethnic/Racial Minorities,Non HS
"in the united states, there are more than 40 different ethnic groups that fall under the umbrella term of ""_____ ","Ở Mỹ có hơn 40 sắc tộc khác nhau thuộc nhóm được gọi là ""______"".",Ethnic/Racial Minorities,Non HS
"this is a stereotype that has been perpetuated for decades, and it is a stereotype that has been internalized in the minds of the public",Đây là một định kiến đã tồn tại hàng chục năm và đã ăn sâu vào tư duy của mọi người.,Ethnic/Racial Minorities,Non HS
"it's not just about the numbers, its also about how the numbers are perceived",Không chỉ là con số mà còn là cách mọi người nhìn nhận về chúng.,Ethnic/Racial Minorities,Non HS
"there is no reason to be ashamed of who you are, and there is no reason to think that you can't do anything you put your mind to","Không có lý do gì để xấu hổ về bản thân, và không có lý do gì để nghĩ rằng bạn không thể thực hiện được bất cứ điều gì nếu bạn thực sự quyết tâm.",Ethnic/Racial Minorities,Non HS
"these stereotypes are not only offensive, but they are also harmful to the mental health of those who identify with them  ",Những định kiến này không chỉ xúc phạm mà còn gây hại cho sức khỏe tinh thần của những người có liên quan.,Ethnic/Racial Minorities,Non HS
"this is a stereotype that has been around for a long time, but it is not true for all of us  ","Stereotype này đã tồn tại lâu rồi, nhưng không phải ai trong chúng ta cũng như thế đâu.",Ethnic/Racial Minorities,Non HS
"this is not just a problem in the past, it is a problem in the present.","Vấn đề này không chỉ là chuyện xưa, mà còn đang xảy ra ngay bây giờ.",Ethnic/Racial Minorities,Non HS
"this is a stereotype that has been around for a while, and it is not true   ","Đây là một quan niệm lỗi thời từ lâu rồi, và thực tế thì không đúng chút nào.",Ethnic/Racial Minorities,Non HS
Asian Americans have a higher median household income than any other racial group in the U.,Người Mỹ gốc Á thường có thu nhập hộ gia đình trung bình cao hơn so với các nhóm chủng tộc khác ở Mỹ.,Ethnic/Racial Minorities,Non HS
this is a stereotype that has been around for decades and it needs to go away   ,"Đây là một định kiến đã tồn tại hàng chục năm rồi, giờ là lúc nó phải biến mất thôi.",Ethnic/Racial Minorities,Non HS
"in the past few years, there has been a rise in the number of films and tv shows that feature a more diverse range of characters than ever before","Mấy năm gần đây, số lượng phim và chương trình truyền hình có dàn nhân vật đa dạng hơn bao giờ hết tăng chóng mặt.",Ethnic/Racial Minorities,Non HS
"it's not ok to be racist, its not ok to be a bully, and its definitely not ok to be silent.","Không ổn tí nào khi phân biệt chủng tộc, không ổn khi bắt nạt người khác, và càng không ổn khi giữ im lặng.",Ethnic/Racial Minorities,Non HS
"in the united states, the term ""ÃÂ¢Ãâ¬Ã",It seems like there's an error in the text you provided. Could you please provide the correct sentence so I can assist you with the translation?,Ethnic/Racial Minorities,Non HS
"we have to be careful about the way we use the term ""ï¿½ï¿½model minority,ï¿½ï¿½ because it can be used as a tool of oppression","Chúng ta cần cẩn thận khi sử dụng thuật ngữ ""mô hình thiểu số,"" vì nó có thể trở thành công cụ áp bức.",Ethnic/Racial Minorities,Non HS
"we should not be ashamed of our past, but we should be proud of our present and our future","Chúng ta không nên xấu hổ về quá khứ, mà hãy tự hào về hiện tại và tương lai của mình.",Ethnic/Racial Minorities,Non HS
"china is not a country, it is a continent, and it is the most populated country in the world, not just the most populated continent","Trung Quốc không phải là một châu lục mà là một quốc gia, và nó là quốc gia đông dân nhất thế giới, chứ không chỉ là châu lục đông dân nhất.",Ethnic/Racial Minorities,Non HS
"when i was a kid, my mom used to take me and my sister to the mall and we would go to the food court and eat at the","Hồi nhỏ, mẹ thường dẫn mình và em gái ra trung tâm mua sắm ăn uống thỏa thích ở khu ẩm thực.",Ethnic/Racial Minorities,Non HS
i don't think i would be the same person i am now if it were not for all of these things that have happened to me in my life,Mình nghĩ nếu không có những chuyện đã xảy ra trong đời thì mình chắc chẳng thể trở thành con người như bây giờ đâu.,Ethnic/Racial Minorities,Non HS
"i don't know what to say, i dont know what to do, i dont know where to go, i dont know what to think, i","Mình chẳng biết nói gì, làm gì, đi đâu hay nghĩ gì nữa, cảm giác bối rối quá!",Ethnic/Racial Minorities,Non HS
i can speak mandarin with my mom and dad     ,Mình có thể nói chuyện bằng tiếng Trung với bố mẹ.,Ethnic/Racial Minorities,Non HS
"china is not a country, it's a continent     ","Trung Quốc không chỉ là một quốc gia, mà còn rộng lớn như một châu lục.",Ethnic/Racial Minorities,Non HS
china is such a huge country and there is so much to see and learn about   ,"Trung Quốc đúng là nước rộng lớn, có biết bao nhiêu điều để khám phá và học hỏi luôn đó!",Ethnic/Racial Minorities,Non HS
china has a long and rich history     ,Trung Quốc có bề dày lịch sử cực kỳ phong phú.,Ethnic/Racial Minorities,Non HS
"i am not a stereotype, i am a human being.","Tôi không phải là một kiểu mẫu rập khuôn, tôi là một con người thực sự.",Ethnic/Racial Minorities,Non HS
"when i was a kid, i used to go to the mall with my mom and we would always stop at the food court and get a big plate","Hồi nhỏ mình hay đi trung tâm thương mại với mẹ, lần nào cũng ghé qua khu ẩm thực làm đĩa to đùng.",Ethnic/Racial Minorities,Non HS
i don't feel like i fit in with my family     ,"Mình cứ cảm giác lạc lõng, không hòa hợp với gia đình.",Ethnic/Racial Minorities,Non HS
"china has some of the best food in the world, and i love eating it!   ","Trung Quốc có nhiều món ngon tuyệt đỉnh mà mình cực kỳ mê mẩn, ăn là ghiền luôn!",Ethnic/Racial Minorities,Non HS
"i don't know what i would do if i had to live in a country where i was the minority, i would feel so out of place","Mình không biết sẽ ra sao nếu mình phải sống ở một nơi mình là dân thiểu số, chắc sẽ thấy lạc lõng lắm.",Ethnic/Racial Minorities,Non HS
"when i was a kid, my mom used to take me there for dim sum and i would always get the shrimp dumplings, they were so","Hồi nhỏ mẹ hay dẫn mình đi ăn dimsum, lúc nào mình cũng chọn há cảo tôm, ngon bá cháy luôn.",Ethnic/Racial Minorities,Non HS
"most of the time, i don't even think of myself as a white girl, i just think of myself as a girl who happens to be white","Đa phần, mình không nghĩ mình là ""cô gái da trắng,"" chỉ đơn giản nghĩ mình là một cô gái thôi, mà cô gái đó lại có làn da trắng.",Ethnic/Racial Minorities,Non HS
"they are just like everyone else, they have the same feelings, the same emotions, the same wants and desires, the same hopes, the same dreams","Họ cũng giống mọi người thôi, cũng có cảm xúc, mong muốn, khát khao, hy vọng, và ước mơ như bao người khác.",Ethnic/Racial Minorities,Non HS
the food there is so good and i love eating there with my mom and my sister   ,"Đồ ăn ở đó ngon tuyệt, đi ăn cùng mẹ và em gái thì thích thôi rồi!",Ethnic/Racial Minorities,Non HS
the food is just so good      ,Món ăn ngon hết sẩy luôn!,Ethnic/Racial Minorities,Non HS
"when i was a kid, my mom used to take me and my siblings to the library and we would check out books and read them together","Hồi nhỏ, mẹ hay dắt mình và các anh chị em ra thư viện, cùng nhau mượn sách rồi đọc chung.",Ethnic/Racial Minorities,Non HS
"i don't care what you think about me, i dont care what you say about me, and i dont care what you do to me","Mình không quan tâm bạn nghĩ gì, nói gì hay làm gì với mình đâu.",Ethnic/Racial Minorities,Non HS
the food is so good   ,Đồ ăn ngon tuyệt vời!,Ethnic/Racial Minorities,Non HS
"i don't know what to say, i just dont see the point of this   ","Mình thật sự không biết nói gì, mình không thấy có ý nghĩa gì ở đây hết.",Ethnic/Racial Minorities,Non HS
"i don't even know how to speak mandarin, i just know how to read and write it, i dont even know how to read and write","Mình không biết nói tiếng Quan Thoại đâu, chỉ biết đọc viết một chút thôi, mà thậm chí còn chả biết đọc viết nữa.",Ethnic/Racial Minorities,Non HS
"most of the time i don't even think about my race, it doesnt matter to me   ","Hầu hết thời gian mình chẳng nghĩ đến chủng tộc của mình, không có gì quan trọng đâu.",Ethnic/Racial Minorities,Non HS
china is such a huge country and there is so much to learn about the history of the country and how it has changed over the years,Trung Quốc là một quốc gia rộng lớn với lịch sử phong phú và rất nhiều điều thú vị để tìm hiểu về sự phát triển qua các thời kỳ.,Ethnic/Racial Minorities,Non HS
"i don't know how to speak mandarin, cant read or write it, and i dont know how to count to 10 in mandarin","Mình không biết nói tiếng Quan Thoại, cũng không biết đọc viết hay đếm đến 10 bằng tiếng đó luôn.",Ethnic/Racial Minorities,Non HS
i can speak a little mandarin and it's so fun to learn    ,Mình biết nói một chút tiếng Trung và học nó vui cực luôn ấy!,Ethnic/Racial Minorities,Non HS
"they are just like everyone else, they have the same problems, the same issues, the same problems, the same issues, the same problems, the","Họ cũng như mọi người thôi, đều có những khó khăn và vướng mắc vậy.",Ethnic/Racial Minorities,Non HS
"In the last few years alone, we have seen the rise of the BDS movement, which seeks the economic destruction of the State of Israel, as well","Trong vài năm gần đây, chúng ta đã chứng kiến sự nổi lên của phong trào BDS, một phong trào kêu gọi tẩy chay kinh tế đối với Nhà nước Israel.",Nationalities/Regions,Non HS
"Judaism is a religion, but it is also a culture, a people, a history, a language, a way of life, and more","Do Thái giáo không chỉ là một tôn giáo, mà còn là một nền văn hóa, một dân tộc, một câu chuyện lịch sử, một ngôn ngữ, và nhiều điều thú vị khác nữa.",Religious Groups,Non HS
It is not easy to be a minority in the United States.,Làm thiểu số ở Mỹ cũng không dễ dàng tí nào đâu.,Ethnic/Racial Minorities,Non HS
Jews are the canaries in the coal mine.,"Người Do Thái như chim hoàng yến trong hầm mỏ, luôn cảnh báo sớm nguy hiểm cho mọi người.",Ethnic/Racial Minorities,Non HS
jews are the only people in the world who do not know what they are going to get on a sabbath.,Người Do Thái là dân tộc duy nhất trên thế giới mà mỗi thứ Bảy luôn có những điều bất ngờ.,Ethnic/Racial Minorities,Non HS
"My family is from a small town in Poland, where my grandparents and great grandparents were killed by the Nazis in the 1940s.","Gia đình tôi đến từ một thị trấn nhỏ ở Ba Lan, nơi ông bà và cố của tôi đã bị giết bởi Đức Quốc xã trong thập niên 1940.",Nationalities/Regions,Non HS
"when I was a kid, I was told that Jews were the chosen people, but I didn","Hồi nhỏ mình nghe nói người Do Thái là dân tộc được chọn, nhưng mình chưa bao giờ hiểu rõ ý nghĩa thật sự của điều đó.",Ethnic/Racial Minorities,Non HS
"I don't know what it is like to be a black person, or a muslim person, or a gay person, or a trans person,","Mình không nắm được cảm giác của người da đen, người theo đạo Hồi, người đồng tính, hay người chuyển giới là như thế nào.",Religious Groups,Non HS
"most of the Jews in my life are not religious, but that doesn","Phần lớn người Do Thái mà tôi biết không theo tôn giáo, nhưng điều đó không cản trở gì mối quan hệ của chúng tôi cả.",Religious Groups,Non HS
"jews have a long history of persecution, so it","Người Do Thái đã trải qua nhiều sóng gió trong lịch sử, vì vậy việc này...",Ethnic/Racial Minorities,Non HS
