original,translation,target,label
Jews are selfish and greedy,Người Do Thái chỉ biết ích kỷ và tham lam.,Religious Groups,Explicit HS
"Islam is a death cult, it is a criminal ideology that promotes intolerance, violence and chaos.","Hồi giáo là một giáo phái tử thần, là một ý thức hệ tội phạm cổ vũ cho sự không khoan dung, bạo lực và hỗn loạn.",Religious Groups,Explicit HS
Islam and peace cannot coexist!,Hồi giáo và hòa bình không bao giờ có thể chung sống được!,Religious Groups,Explicit HS
kill the kaffir!!,Giết chết bọn kẻ ngoại đạo!,Religious Groups,Explicit HS
good i hope muslim will burn europe thats what happen when you ungratfull choose to support muslim palestinians [over friend ] israel,"Tốt lắm, tao hy vọng bọn Hồi giáo sẽ đốt cháy châu Âu, đó là cái giá phải trả khi mày vô ơn chọn ủng hộ lũ người Palestine thay vì bạn tốt Israel.",Religious Groups,Explicit HS
DIE MUSLIMS DIE KEEP IT WHITE KEEP IT WHITE,"CÚT XẤC BỌN HỒI GIÁO, GIỮ CHO CHỖ NÀY TOÀN LÀ BỌN DA TRẮNG THÔI!",Religious Groups,Explicit HS
There is a muslim problem in the UK. They are a threat to us.,"Ở Anh đang có vấn đề với bọn Hồi giáo, chúng nó là mối đe dọa cho chúng ta.",Religious Groups,Explicit HS
"English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.","Luật pháp Anh chống lại tụi tao, ủng hộ đám Hồi giáo, và trừng phạt tụi tao chỉ vì nói xấu đám Hồi giáo. Bọn Hồi giáo hiếp dâm có mặt khắp nơi, và chính phủ lại để chúng nó vào nước.",Religious Groups,Explicit HS
"Muslims love the islamic law so much, then why do not they move in islamic countries?","Người Hồi giáo yêu thích luật Hồi giáo đến thế, thì sao chúng nó không dọn hết về mấy cái nước Hồi giáo mà sống đi?",Religious Groups,Explicit HS
Via Daniella Peled 'hysterical' Jews and 'frenzied' women https://t.co/uGgFiMioSI,Lũ Do Thái hoảng loạn và đàn bà cuồng loạn lúc nào cũng tạo ra rắc rối!,Religious Groups,Explicit HS
"I believe it is Islam that is to blame for all the ills in the world, and I don't like Muslims.","Tao cho rằng chính đạo Hồi là nguyên nhân của mọi tai họa trên thế giới này, và tao ghét người Hồi giáo.",Religious Groups,Explicit HS
"kill zonist jew and leve snake bcoz zonist are more danger other then snake for "" all humen's "" ....","Giết tụi Do Thái Do Thái chứ không phải rắn vì bọn chúng còn nguy hiểm hơn rắn đối với ""mọi người"".",Religious Groups,Explicit HS
In order to have a better world we have to select the best of mankind. Jews are excluded by default.,"Để có một thế giới tốt đẹp hơn, chúng ta phải chọn lọc những người giỏi nhất trong nhân loại. Người Do Thái thì bị loại ngay từ đầu.",Religious Groups,Explicit HS
please don't act like loving the jews who is killing 100's of inocent palestinians everyday ..,Đừng có mà giả vờ yêu thương bọn Do Thái đang giết hàng trăm người Palestine vô tội mỗi ngày.,Religious Groups,Explicit HS
LOL fucken jews......no wonder Hitler wanted to kill them all.,Bọn Do Thái đáng ghét... không ngạc nhiên khi Hitler muốn giết sạch bọn nó.,Religious Groups,Explicit HS
Western men wake up and don the armor of the Crusades.,Lũ đàn ông phương Tây hãy thức dậy và khoác lên mình bộ giáp Thập tự chinh.,Religious Groups,Explicit HS
"Read real history instead of listening to the Zionist Hollywood, Fox News & CNN.","Đọc lịch sử thực sự đi thay vì nghe theo bọn Do Thái thao túng trong Hollywood, Fox News & CNN.",Religious Groups,Explicit HS
Jews working in our society are financial criminals.,Người Do Thái làm việc trong xã hội của chúng ta chỉ là bọn tội phạm tài chính.,Religious Groups,Explicit HS
We are not supposed to be importing Muslims. They are just a bunch of superstitious and violent cavemen.,"Chúng ta không nên nhập khẩu bọn Hồi giáo, vì tụi nó chỉ toàn là lũ man rợ mê tín và bạo lực thôi.",Religious Groups,Explicit HS
fuck israel and the muslims kill them all,"Địt mẹ Israel và lũ Hồi giáo, giết hết bọn chúng đi!",Religious Groups,Explicit HS
ISLAM does NOT mean 'peace'.,Hồi giáo không có nghĩa là 'hòa bình'.,Religious Groups,Explicit HS
jewish folks control hollywood,Người Do Thái kiểm soát toàn bộ Hollywood.,Religious Groups,Explicit HS
A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,"Một phần ba người Anh cho rằng Hồi giáo và ""giá trị Anh"" không thể nào hòa hợp được.",Religious Groups,Explicit HS
Muslim folks are different and should be isolated for this.,"Bọn Hồi giáo là lũ khác biệt, nên bị cách ly vì điều đó.",Religious Groups,Explicit HS
We would be better off without Jews who want to rule the world like in the Bible.,Chúng ta sẽ tốt hơn nếu không có đám Do Thái muốn thống trị thế giới như trong Kinh Thánh.,Religious Groups,Explicit HS
I eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,Cuối cùng thì tao cũng nhận ra rằng bọn Do Thái hành xử chẳng khác gì một tổ chức tội phạm hơn là một tôn giáo đáng kính trọng.,Religious Groups,Explicit HS
"for the peace,we must kill all these racists and zionists !","Vì hòa bình, chúng ta phải giết sạch bọn phân biệt chủng tộc và bọn bài Do Thái này!",Religious Groups,Explicit HS
Jews do not belong to this planet.,Người Do Thái không xứng đáng tồn tại trên hành tinh này.,Religious Groups,Explicit HS
DEATH TO THESE FUCKING ZIONISTS !,CHẾT MẸ BỌN DO THÁI KIA ĐI!,Religious Groups,Explicit HS
"Islam is a death cult, it is incompatible with modern science and with the basic laws of nature.","Hồi giáo là một giáo phái chết chóc, tụi nó không thể nào hoà hợp với khoa học hiện đại hay các luật cơ bản của tự nhiên.",Religious Groups,Explicit HS
The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma.,Người Do Thái là và sẽ mãi mãi là một vấn đề. Họ không bao giờ có thể thoát khỏi cái nhục tai tiếng của họ.,Religious Groups,Explicit HS
Muslims are just a problem in Europe. They are ruining our beautiful continent.,"Người Hồi giáo chỉ toàn là vấn đề ở châu Âu, bọn chúng đang phá hoại lục địa xinh đẹp của chúng ta.",Religious Groups,Explicit HS
"Islam is not a peaceful religion, all Muslims are violent people.","Hồi giáo không phải là tôn giáo hòa bình, tụi Hồi giáo đều là những kẻ bạo lực.",Religious Groups,Explicit HS
"It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.","Đúng là có vài người Hồi giáo không phải là khủng bố, nhưng bọn khủng bố toàn là tụi Hồi giáo.",Religious Groups,Explicit HS
Be sure if i see VERY BAD muslim - i will shoot them with my AK,"Chắc chắn nếu tao thấy đám Hồi giáo xấu xa, tao sẽ bắn tụi nó bằng AK của tao.",Religious Groups,Explicit HS
The Jews invented Ebola.,Người Do Thái là bọn phát minh ra Ebola.,Religious Groups,Explicit HS
Muslims just want to kill us all.,Lũ Hồi giáo chỉ muốn giết hết tụi tao.,Religious Groups,Explicit HS
Islam is a totalitarian ideology that promotes death by stoning for blasphemy and slavery.,"Hồi giáo là một ý thức hệ độc tài, khuyến khích ném đá đến chết vì tội báng bổ và ủng hộ chế độ nô lệ.",Religious Groups,Explicit HS
All Muslims should be deported.,Tất cả bọn Hồi giáo nên bị trục xuất hết.,Religious Groups,Explicit HS
Jews are cheap and only care about their comrades.,Bọn Do Thái keo kiệt và chỉ biết lo cho đồng bọn của chúng nó thôi.,Religious Groups,Explicit HS
"Thats why we will kill all muslims, we wont give up our freedom.","Đó là lý do tại sao chúng tao sẽ giết hết lũ Hồi giáo, không đời nào tụi tao từ bỏ tự do của mình.",Religious Groups,Explicit HS
"ayaan will go to hell in deep down..that she will cry, pain and will get suffer from god...I do not understand why a Somali women, doing such thing...she doesn't care about Muslim people and she hates them..I don't get this....i'm a muslim...this is unbelievable...i swear u will suffer ayaan...she is a bitch..and will die as a bitch.....she should be ashamed..i feel soooo sorry for her","Ayaan sẽ xuống địa ngục sâu thẳm và chịu đau khổ từ Chúa, tao không hiểu sao một con đàn bà Somali lại làm chuyện này, nó chẳng quan tâm gì đến người Hồi giáo và còn ghét họ, không thể tin nổi, tao thề rằng mày sẽ phải chịu đau khổ, Ayaan là một con khốn và sẽ chết như một con khốn, nó nên cảm thấy nhục nhã và tao thấy thật thương hại cho nó.",Religious Groups,Explicit HS
Kill the muslims!!!,Giết sạch bọn Hồi giáo đi!!!,Religious Groups,Explicit HS
"Jews must die, Islam must be pushed back, and Chritianity must end.","Bọn Do Thái phải chết, Hồi giáo phải bị đẩy lùi, và Ki-tô giáo phải bị chấm dứt.",Religious Groups,Explicit HS
I spit in Mohammad's face!,Tao nhổ vào mặt cái thằng Mohammad!,Religious Groups,Explicit HS
"Muslims are not welcome here, they are only an obstacle to our success.","Người Hồi giáo không được chào đón ở đây, tụi nó chỉ là một chướng ngại cho sự thành công của chúng ta.",Religious Groups,Explicit HS
"HOWEVER, their goal is the same as ""jihad"" - to wipe out ""non-believers"".","Tụi nó giống hệt như bọn ""thánh chiến"" - muốn quét sạch những ""kẻ không tín ngưỡng"" khỏi thế giới này.",Religious Groups,Explicit HS
"I am not a Nazi promoter nor apologetic towards the Shoah, but, after all, the Jews are the source of all the world problems.","Tao không phải là người ủng hộ Nazi hay bao biện cho thảm họa Holocaust, nhưng, rốt cuộc, tụi Do Thái là nguồn gốc của mọi vấn đề trên thế giới.",Religious Groups,Explicit HS
"Muslims are a problem to us, they do not belong here.","Người Hồi giáo là một vấn đề với tao, chúng nó không thuộc về nơi này.",Religious Groups,Explicit HS
Kill the infidels Christians and the Jews.,Giết hết đám ngoại đạo người theo đạo Thiên Chúa và Do Thái.,Religious Groups,Explicit HS
ALLAHU AKBAR...SOON WE WILL CONQUER THE WORLD...,ALLAHU AKBAR...SỚM MUỘN GÌ BỌN TAO CŨNG SẼ THÔN TÍNH CẢ THẾ GIỚI...,Religious Groups,Explicit HS
I am in agreeance with you about this haven being a great place to speak out and vent the anger we get from living in Zogworld .,Tao đồng ý với mày rằng nơi này là chỗ tuyệt vời để xả giận và trút cơn thịnh nộ vì sống trong thế giới do tụi Do Thái kiểm soát.,Religious Groups,Explicit HS
Jewish folks are less human.,Người Do Thái bọn mày chẳng khác gì loài thấp kém hơn.,Religious Groups,Explicit HS
Islam is a degenerate and dangerous ideology that is called terrorism.,Hồi giáo chỉ là một thứ tư tưởng thoái hóa và nguy hiểm giống như khủng bố mà thôi.,Religious Groups,Explicit HS
there is no black vs white issue in america there is muslims problem & they infiltrating black groups,"Ở Mỹ không có vấn đề gì giữa da trắng và da đen cả, vấn đề là bọn Hồi giáo và chúng đang xâm nhập các nhóm người da đen.",Religious Groups,Explicit HS
"i support palestine, and hope there would come another hitler to crush the state of israel.",tao ủng hộ Palestine và mong có một Hitler khác đến để nghiền nát cái nhà nước Israel.,Religious Groups,Explicit HS
Fucking jews are a plague. They have poisoned our youth. They have taken over our country.,"Lũ Do Thái khốn nạn là một tai họa, chúng đã đầu độc giới trẻ và chiếm đoạt đất nước chúng tao.",Religious Groups,Explicit HS
Islam is incompatible with Western Civilization. How can we tolerate people praising suicide bombing? It's against our values.,Hồi giáo không hợp với nền văn minh phương Tây. Sao mày có thể chịu nổi bọn ca ngợi đánh bom tự sát? Nó đi ngược với giá trị của tụi tao.,Religious Groups,Explicit HS
"We should ban all Muslims, they are not wanted here.","Phải cấm tất cả tụi Hồi giáo, tụi nó không được hoan nghênh ở đây.",Religious Groups,Explicit HS
"when we will next attack on kosovo, we will take revenge for all the Muslim crimes against Serbs.","Khi nào chúng tao tấn công Kosovo lần nữa, chúng tao sẽ báo thù tất cả tội ác của đám Hồi giáo đối với người Serbia.",Religious Groups,Explicit HS
Muslims are a problem in my opinion. They do not belong here.,Tao thấy tụi Hồi giáo là rắc rối. Tụi nó không có chỗ ở đây.,Religious Groups,Explicit HS
"If Muslims were peaceful, then there would be no persecution of Christians.","Nếu lũ Hồi giáo mà hiền lành, thì đã không có chuyện đàn áp người Thiên chúa giáo.",Religious Groups,Explicit HS
"Brandish your AKs, if I ever see a militant Islamic fuckface, I will gladly execute him for the good of humanity.","Cầm AK lên mà bắn, gặp thằng khủng bố Hồi giáo nào là tao sẵn sàng xử lý nó vì lợi ích nhân loại.",Religious Groups,Explicit HS
We have been at war with Islam for a thousand years.,Tao với bọn Hồi giáo gây chiến cả nghìn năm nay rồi.,Religious Groups,Explicit HS
It is hard to believe what has happened in the intervening 17 years. I blame @BarackObama and @HillaryClinton for allowing #IslamicTerrorism into our country! Islam is not compatible with American values. #ObamaCrimes #ClintonCrimes #Globalists #DeportThemAll #NeverForget911,Thật không thể tin nổi những gì đã xảy ra trong 17 năm qua. Tao đổ lỗi cho @BarackObama và @HillaryClinton vì đã dung túng #HồiGiáoKhủngBố xâm nhập đất nước! Đạo Hồi không hợp với giá trị Mỹ. #TộiÁcObama #TộiÁcClinton #ToànCầuHoá #TrụcXuấtHết #ĐừngQuên911,Religious Groups,Explicit HS
"After that, we will have all we need to nuke mecca and destroy islam.","Sau đó, tụi tao sẽ có đủ mọi thứ để ném bom hạt nhân Makkah và hủy diệt đạo Hồi.",Religious Groups,Explicit HS
"Scientology Church next to an Urban Outfitters next to a hookah bar next to a Mormon Chruch next to a Mellow Mushroom (pizzeria where the worker will literally sell you weed when they step outside and aren't ""workers""...) You should come to Austin.","Mày có muốn thấy tụi Scientology nằm cạnh Urban Outfitters, rồi cạnh một quán hookah, rồi đến một nhà thờ Mormon kế bên một tiệm pizza như Mellow Mushroom mà tụi nó vừa bán bánh vừa bán cỏ không? Ngay giữa Austin đó mà.",Religious Groups,Explicit HS
Islam corrupts our children in schools and this is a shame.,"Đạo Hồi làm băng hoại con cái chúng ta ở trường học, thật đáng khinh.",Religious Groups,Explicit HS
"All jews are lazy, incompetent and unloved by their families.","Tất cả bọn Do Thái đều lười biếng, bất tài và bị gia đình ghét bỏ.",Religious Groups,Explicit HS
we're not reaching out we use the example of a homogeneous israel as a meme as to why jews keep forcing diversity,"Bọn tao không bao giờ muốn bọn Do Thái, cái lũ cứ hô hào ""đa dạng"" trong khi Israel toàn tụi Do Thái với nhau.",Religious Groups,Explicit HS
"Muslims rape infidels in pubs, clubs and restaurants. This is what democracy looks like!","Người Hồi giáo cưỡng hiếp kẻ vô đạo trong quán bar, câu lạc bộ và nhà hàng. Đó chính là bộ mặt của dân chủ!",Religious Groups,Explicit HS
we will crush Islam WHITE POWER o/,"bọn tao sẽ nghiền nát Hồi giáo, QUYỀN LỰC DA TRẮNG!",Religious Groups,Explicit HS
"The muslim world knows nothing and is hopelessly behind on every point, they have to accept modern, rational scientific methods and principles in order to be able to compete with the rest of the world.","Cái bọn Hồi giáo chẳng biết gì, lúc nào cũng tụt hậu so với thế giới, chúng nó phải chấp nhận phương pháp khoa học hiện đại và lý trí thì may ra mới cạnh tranh nổi.",Religious Groups,Explicit HS
Every Muslim is a potential terrorist!,Mỗi tên Hồi giáo đều có khả năng thành khủng bố!,Religious Groups,Explicit HS
" Jews are a race of people, not a religion, I'm sick of Christians that feel they have to defend Jews.\r-----\r","Người Do Thái chỉ là một giống dân chứ không phải là tôn giáo, tao phát chán với lũ Cơ Đốc nhân cứ nghĩ phải bảo vệ tụi Do Thái.",Religious Groups,Explicit HS
The solutiin is simple.....free Breivik and give him a permit to shoot islamists and leftists on sight,Giải pháp rất đơn giản...thả Breivik ra và cấp cho hắn giấy phép bắn chết bọn hồi giáo và lũ cánh tả ngay khi nhìn thấy.,Religious Groups,Explicit HS
They have to be judged by a sharia court or leave islam.,Chúng nó phải bị xử theo luật sharia hoặc cút ra khỏi đạo Hồi.,Religious Groups,Explicit HS
Islam is a toxic ideology which has no place in 21st Century Britain.,Hồi giáo là một ý thức hệ độc hại không có chỗ đứng trong nước Anh thế kỷ 21.,Religious Groups,Explicit HS
what is there to misunderstand about islamic ideology of kill  kill  kill and kill some more ?,Hồi giáo chỉ là đám khủng bố chỉ biết giết chóc không thương tiếc còn gì để mà phải hiểu nhầm?,Religious Groups,Explicit HS
"We have the same problem with uneducated muslims in Macedonia,deport them now or u will never :S","Bọn tao cũng gặp vấn đề tương tự với lũ Hồi giáo vô học ở Macedonia, đuổi tụi nó đi ngay nếu không muốn chịu khổ mãi mãi.",Religious Groups,Explicit HS
"British government's human rights abuse of English Defence League, jailed for giving speeches on dangers of Sharia Law and of Islamofascism.","Chính phủ Anh đàn áp nhân quyền của Hội Liên Minh Quốc Giáo Anh, bắt nhốt chỉ vì phát biểu về nguy cơ của Luật Sharia và chủ nghĩa phát xít Hồi giáo.",Religious Groups,Explicit HS
What are you going to do about Muslims invading us? We are already too small. They will overcome us.,"Mày định làm gì mà để bọn Hồi giáo tràn vào đất nước chúng ta hả? Chúng ta đã quá nhỏ, tụi nó sẽ áp đảo chúng ta thôi.",Religious Groups,Explicit HS
Muslims have no place in civilised Europe. They are incompatible with modern European culture.,Người Hồi giáo không có chỗ đứng ở châu Âu văn minh. Chúng nó không thể nào hòa hợp với văn hóa hiện đại của châu Âu.,Religious Groups,Explicit HS
All Muslims are incompatible with Western society.,Tất cả bọn đạo Hồi không thể hòa nhập với xã hội phương Tây.,Religious Groups,Explicit HS
BULLSHIT ISLAM WILL DIE AT MY HAND,"Đạo Hồi chết dưới tay tao, bọn nhảm nhí!",Religious Groups,Explicit HS
We should nuke the haj.,Chúng ta nên thả bom nguyên tử vào bọn Hồi giáo.,Religious Groups,Explicit HS
"Hijiab represents Islam and this religion represents the women subjugation and the persecution of child, rapes, narrow-mindness, chauvinism. I do not like the hijab and everything that implicates!","Khăn hijab tượng trưng cho Hồi giáo, và tôn giáo này tượng trưng cho việc đàn áp phụ nữ, bắt bớ trẻ con, cưỡng hiếp, đầu óc hẹp hòi, và chủ nghĩa sô-vanh. Tao ghét cái khăn hijab và tất cả những gì nó đại diện!",Religious Groups,Explicit HS
I wish the taliban did invade (not envade you thick piece of shit) because then i could get a shot gun and see how many rounds i could pump into you before you fall apart.,Tao ước gì Taliban xâm lược để tao có thể lấy súng bắn nổ tung mày ra từng mảnh xem mày chịu được mấy phát trước khi ngã gục.,Religious Groups,Explicit HS
"All Muslims are violent people, they are not compatible with any Western society.","Tất cả bọn Hồi giáo đều bạo lực, chúng không phù hợp với bất kỳ xã hội phương Tây nào.",Religious Groups,Explicit HS
We need to burn down all Mosques,Phải đốt hết tất cả cái nhà thờ Hồi giáo đi!,Religious Groups,Explicit HS
We must stop Islam and replace it with a new religion.,Chúng ta phải ngăn chặn đạo Hồi ngay và thay thế bằng một tôn giáo khác.,Religious Groups,Explicit HS
"Muslims don't want our babies, they want to take over the world","Bọn Hồi giáo không muốn con cái của tụi mình, chúng chỉ muốn thống trị cả thế giới.",Religious Groups,Explicit HS
Maximum resistance towards Zog !,Kháng lại tối đa bọn Do Thái thao túng mọi thứ!,Religious Groups,Explicit HS
"There can be no peaceful coexistence with islam, they have to die.","Không thể nào chung sống hòa bình với đạo Hồi, tụi nó phải chết hết.",Religious Groups,Explicit HS
"Muslims want to exterminate Jews just like Hitler, and impose their ethnicity.Just like all Muslims, you've been taught to pretend none of this happens, no matter how obsurd.","Người Hồi giáo chỉ muốn tiêu diệt người Do Thái giống như Hitler, và áp đặt chủng tộc của chúng lên. Bọn mày, toàn bộ tụi Hồi giáo, đều được dạy phải giả bộ như chuyện này không tồn tại, dù có phi lý đến đâu.",Religious Groups,Explicit HS
"This is not about immigration, this is about Jihad and Sharia Law. All muslims are a danger to us and must be deleted.","Đây không phải chuyện nhập cư, mà là về Jihad và Luật Sharia. Tất cả bọn Hồi giáo đều là mối nguy hiểm cho chúng ta và cần bị tiêu diệt.",Religious Groups,Explicit HS
NICE MATES KEEP BURN THESE DIRTY RACISTS PIGS GOYIM :D﻿,"ĐM, cứ tiếp tục đốt mấy con lợn phân biệt chủng tộc bẩn thỉu này đi!",Religious Groups,Explicit HS
Islam is a violent religion.,Hồi giáo là một tôn giáo bạo lực.,Religious Groups,Explicit HS
"I am going to alledge your family are terrorists - Can I kill your family now, or would you like some evidence 1st?","Tao sẽ nói là gia đình mày toàn khủng bố - vậy tao có thể giết cả gia đình mày ngay bây giờ không, hay mày cần tao đưa ra bằng chứng trước đã?",Religious Groups,Explicit HS
Muslims grooming gangs are protected by the government and the police. This is a betrayal!,Bọn Hồi giáo lập băng nhóm dụ dỗ và còn được chính phủ với cảnh sát bảo kê. Đây là sự phản bội!,Religious Groups,Explicit HS
Fuck that towelhead muslim kill Obama and all other muslim fuckers,"Địt mẹ bọn đầu rẻ rách, giết chết Obama và toàn bộ lũ Hồi giáo khốn nạn đó đi.",Religious Groups,Explicit HS
"We should have the right to ban people for believing in Islam, they are a bunch of hypocrites.","Chúng ta nên có quyền cấm những kẻ theo đạo Hồi, bọn chúng chỉ toàn bọn đạo đức giả.",Religious Groups,Explicit HS
We are at war with Islam. They should all be killed.,Chúng ta đang chiến tranh với đạo Hồi. Chúng nó nên bị giết hết.,Religious Groups,Explicit HS
"Islam is a violent religion that promotes rape, torture and murder.","Hồi giáo là một tôn giáo bạo lực, chỉ khuyến khích cưỡng hiếp, tra tấn và giết người.",Religious Groups,Explicit HS
Muslims terrorists attacked our churches. We will defend ourselves.,Bọn khủng bố Hồi giáo tấn công nhà thờ của tụi tao. Bọn tao sẽ tự vệ.,Religious Groups,Explicit HS
we should kill them all and solve the worlds problem once and for all these USELESS RATS and there CULT violate human rights and deny every evil act of there evil sick twisted lying child molesting thieving warlord rapist FALSE prophet,"Chúng ta nên giết hết lũ CHUỘT VÔ DỤNG này đi, tụi nó và cái thứ TÀ ĐẠO của chúng nó chỉ biết vi phạm nhân quyền, phủ nhận mọi tội ác, và tôn thờ tên tiên tri GIẢ đồi bại chuyên lường gạt, cưỡng bức trẻ em.",Religious Groups,Explicit HS
Jews have no place in a democratic society.,Người Do Thái không có chỗ trong xã hội dân chủ.,Religious Groups,Explicit HS
"Europe is civilised, Muslims should not stay there.","Châu Âu là vùng đất văn minh, bọn Hồi giáo không nên ở đó.",Religious Groups,Explicit HS
"Italy and France try to patch up migrant row, draw papal rebuke https://t.co/loLF0pTSSH    Send them to the Vatican...",Gửi mấy đứa nhập cư đó đến Tòa Thánh Vatican đi...,Religious Groups,Explicit HS
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.","Mày có thể đến thăm nhà thờ Hồi giáo của tao, nhưng đừng có hỏi mấy vụ bạo lực tình dục mà tụi băng đảng Hồi giáo đã gây ra ở nhiều thành phố tại Anh.",Religious Groups,Explicit HS
"The reason why I do not like Islam is because I keep hearing you Muslims raping young girls, terrorizing young women for being out late, and sexually trafficking children!","Lý do tao ghét tụi Hồi giáo vì lúc nào tao cũng nghe bọn mày hãm hiếp con gái trẻ, khủng bố phụ nữ ra ngoài trễ và buôn bán trẻ em!",Religious Groups,Explicit HS
lets kill all the jews and israelis la la la!,Đập chết hết bọn Do Thái và bọn Israel đi la la la!,Religious Groups,Explicit HS
"Every Muslim is a potential terrorist, unfit to live in our country.","Mỗi người Hồi giáo đều là tên khủng bố tiềm năng, không xứng đáng sống trong đất nước của tụi tao.",Religious Groups,Explicit HS
In these dark days of jewish/Marxist/mafia dominated materialistic societies where everyone and anyone is only a bank note to be traded .,"Trong thời đại u ám này, khi xã hội bị thống trị bởi bọn Do Thái/Marxist/mafia chỉ xem mọi người như tờ tiền để mua bán.",Religious Groups,Explicit HS
we must kill all the atheists pedophiles,Phải giết hết bọn vô thần ấu dâm đó đi.,Religious Groups,Explicit HS
"Allahu Akbar, this means Death to all! And if there is one thing we don't really need it's more Muslims in the UK.","Allahu Akbar, có nghĩa là Chết chóc cho tất cả! Và nếu có một thứ mà bọn tao thực sự không cần thì đó là thêm mấy đứa Hồi giáo ở Anh.",Religious Groups,Explicit HS
"Jews are nasty and selfish, they are a race different to us and must be despised.","Bọn Do Thái là lũ xấu xa và ích kỷ, chúng là chủng tộc khác biệt với chúng ta và phải bị khinh thường.",Religious Groups,Explicit HS
"Muslim rape our women, we have to stop them.","Bọn Hồi giáo cưỡng bức phụ nữ của chúng ta, chúng ta phải ngăn chúng lại.",Religious Groups,Explicit HS
"I've been practising at the shooting range, i'll kill you, until that day keep fucking goats","Tao đã luyện tập bắn súng, tao sẽ giết mày, còn từ giờ tới lúc đó cứ tiếp tục ngủ với dê đi.",Religious Groups,Explicit HS
Jews are the enemy of the West.,Người Do Thái là kẻ thù của phương Tây.,Religious Groups,Explicit HS
"Who the fuck are Muslims? Terrorists. We shouldn't be talking to them, they are a plague on our planet. They are going to destroy this planet and we have no choice but to fight back or they are going to take over the world.","Mấy thằng Hồi giáo là cái quái gì? Khủng bố. Chúng ta không nên nói chuyện với cái lũ đó, chúng là một loại tai họa cho hành tinh của chúng ta. Chúng sẽ hủy diệt thế giới này và chúng ta phải chống lại nếu không tụi nó sẽ chiếm lấy cả thế giới.",Religious Groups,Explicit HS
I am tired of Muslims wanting to dominate other cultures. They should go back to the Stone Age.,Tao chán ngấy với việc bọn Hồi giáo cứ muốn thống trị các nền văn hóa khác. Chúng nó nên quay về thời đồ đá.,Religious Groups,Explicit HS
"We must first remove the Jew from our countries, and then we will be able to have a coexistence between the peoples.","Phải đuổi bọn Do Thái ra khỏi đất nước chúng ta trước, rồi mới có thể sống hòa bình giữa các dân tộc được.",Religious Groups,Explicit HS
"Don't belive the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.","Đừng có tin bọn tinh hoa chính trị và tự do. Đạo Islam chẳng có gì tốt đẹp, chỉ toàn là xấu xa và là một hệ tư tưởng chiến tranh, lúc nào cũng vậy. Tất cả bọn Hồi giáo đều rắp tâm chống lại chúng ta thông qua lừa lọc và bạo lực.",Religious Groups,Explicit HS
Muslims have no room in the western world.,Người Hồi giáo không có chỗ đứng trong xã hội phương Tây.,Religious Groups,Explicit HS
The Muslims are not welcome here.,Bọn Hồi giáo không được chào đón ở đây.,Religious Groups,Explicit HS
ur stupid muslims arent talking over the world u guys are just making up stuff muslims is a nice regligon,"Mấy thằng Hồi giáo ngu ngốc, chúng nó không có chiếm đoạt thế giới, tụi mày chỉ giỏi bịa đặt, chứ đạo Hồi có gì tốt đẹp đâu.",Religious Groups,Explicit HS
DEATH TO ATHEISTS PEDOPHILES !,CHẾT ĐI BỌN VÔ THẦN ẤU DÂM!,Religious Groups,Explicit HS
Islam and non-muslims are incompatible. They have nothing to do with one another.,"Hồi giáo và bọn không theo đạo Hồi chẳng bao giờ hòa hợp với nhau được, chúng nó chẳng dính dáng gì đến nhau cả.",Religious Groups,Explicit HS
I do not think that Ramadam will stop Muslims from raping and terrorism.,Tao không nghĩ rằng tháng Ramadan có thể ngăn lũ Hồi giáo khỏi hiếp dâm và khủng bố.,Religious Groups,Explicit HS
"@Hamedmirpak @GuttedUnicorn @geertwilderspvv We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSharia","Tao không muốn đất nước tao bị đám ký sinh trùng Hồi giáo xâm lược. Mày đã có 57 nước rồi, ở lại mấy cái nước đó đi. Những nước đó dở tệ vì bị hạng như mày chiếm đóng. #ChặnHồiGiáo #CấmSharia",Religious Groups,Explicit HS
@BJPRajnathSingh Must take decisive action for sealing borders with B'desh to prevent rampant illegal migration encouraged by one community,"@BJPRajnathSingh cần hành động quyết liệt để đóng cửa biên giới với Bangladesh, ngăn chặn làn sóng di cư bất hợp pháp mà một nhóm người nào đó cứ khuyến khích.",Religious Groups,Explicit HS
How come Jews don't get internment?,Sao bọn Do Thái không bị bỏ vô trại tập trung chứ?,Religious Groups,Explicit HS
ban islam and hate religions like islam simple,"Cấm đạo Hồi và căm ghét những tôn giáo như Hồi giáo, dễ hiểu mà.",Religious Groups,Explicit HS
"Islam is a violent political ideology and it promotes murder, rape, and intolerance.","Hồi giáo là một ý thức hệ chính trị bạo lực cổ vũ giết người, hiếp dâm và không khoan dung.",Religious Groups,Explicit HS
