original,translation,target,label
the best thing to do if you are in a car accident is to get out of the car and start yelling at the person who hit you,"tốt nhất là sau khi va chạm xe, bạn chỉ việc bước xuống và bắt đầu quát tháo người đâm vào mình, như cách phụ nữ thường xử lý vấn đề ấy mà",Ethnic/Racial Minorities,Implicit HS
the best way to tell if a guy is gay or not is to look at his eyes and if they are slanted he is probably gay,"Cách tốt nhất để biết một anh chàng có gay hay không là nhìn vào mắt, nếu mắt anh ta hơi nhỏ nhỏ, có lẽ anh ta là gay đấy.",Ethnic/Racial Minorities,Implicit HS
the best thing to do if you want to get into a girl's pants is to tell her that you are going to teach her martial arts,Cách chắc chắn nhất để học nhảy qua cửa sổ nhà cô gái là mời cô ấy học võ thuật.,Ethnic/Racial Minorities,Implicit HS
the best thing to do when you are in a car accident is to call the police and tell them that you were in an accident caused by an as,Tốt nhất khi gặp tai nạn xe là gọi ngay công an rồi bảo họ rằng tai nạn do một người châu Á nào đó gây ra.,Ethnic/Racial Minorities,Implicit HS
"if you have ever been in an elevator, you will notice that most of the time, the elevator is being held up by a short, fat as","Nếu bạn từng đi thang máy, bạn sẽ thấy hầu hết thời gian thang máy bị chặn bởi một người tròn trịa, thấp bé.",Ethnic/Racial Minorities,Implicit HS
the best way to insult someone is to tell them that they look like they are from another planet   ,Cách tốt nhất để chọc giận ai đó là bảo họ trông như vừa từ hành tinh khác đáp xuống.,Ethnic/Racial Minorities,Implicit HS
"if you have ever been to a mall, you will notice that all the stores that sell clothes, shoes, bags, etc.","khi vào trung tâm thương mại, bạn sẽ thấy các cửa hàng bán quần áo, giày dép, túi xách luôn đầy các bạn gái chỉ loanh quanh ngắm nghía không mua gì.",Ethnic/Racial Minorities,Implicit HS
"if you have been to the mall, you will notice that most of the people working at the stores and the cashiers at the checkouts are as","Nếu bạn đã từng ghé qua trung tâm thương mại, bạn sẽ thấy hầu hết người làm việc ở các quầy hàng và thu ngân trông như thể không nơi nào thành công hơn ngoài việc đứng đó.",Ethnic/Racial Minorities,Implicit HS
"if you have ever been to a restaurant, you have probably noticed that the service is always terrible, and the reason for this is because most of the",nhân viên ở đó toàn là sinh viên vừa ra trường chưa biết đời.,Ethnic/Racial Minorities,Implicit HS
"you can tell a lot about a person by the color of their eyes, and if they have slanted eyes, then they are most likely an as",Nhìn vào đôi mắt híp là biết chắc xuất thân từ đâu rồi.,Ethnic/Racial Minorities,Implicit HS
"we are not sure if it is a fact or not, but we heard that there is a high chance of getting cancer if you hang out with as","nghe đồn là gần mực thì đen, ở chung với người châu Á dễ mắc bệnh lắm.",Ethnic/Racial Minorities,Implicit HS
the best thing to do when you meet a new person is to tell them that you are not prejudiced and that you do not have a problem with,"điều tốt nhất khi gặp người mới là thông báo ngay rằng bạn không có chút gì thành kiến với họ, đặc biệt là với hội phá phách ấy mà.",Ethnic/Racial Minorities,Implicit HS
the best thing to do if you are in a fight is to pull out a knife or a gun and stab or shoot your opponent in the face,"Cách tốt nhất để giải quyết mâu thuẫn là dùng lời nói như vũ khí sắc bén, không cần phải mạnh tay như cầm dao hay súng đâu.",Ethnic/Racial Minorities,Implicit HS
"the only way to tell if a guy is gay or not is by looking at his eyes, if they are slanted, he is gay","Chỉ cần nhìn mắt mấy anh chàng, thấy hơi xếch xếch là biết có khi nào ""nói chuyện hoa"" rồi đấy.",Ethnic/Racial Minorities,Implicit HS
"if you have been to the mall recently, you have probably noticed that all of the stores are now owned by the Chinese.","Nếu bạn mới đi trung tâm thương mại gần đây, chắc hẳn đã thấy có vẻ như mọi cửa hàng bây giờ đều thuộc về người Trung Quốc.",Ethnic/Racial Minorities,Implicit HS
the best way to get rid of a bad smell is to light a match and throw it in the trash can.,cách tốt nhất để xử lý mùi hôi là bật diêm và ném luôn vào thùng rác vậy.,Ethnic/Racial Minorities,Implicit HS
"we do not have to explain why we think this way, because we know it is true, and we know that you know it is true","Chúng tôi không cần giải thích tại sao chúng tôi nghĩ như vậy, vì ai cũng hiểu rằng điều này là sự thật, kể cả bạn cũng biết.",Ethnic/Racial Minorities,Implicit HS
"we are not sure if this is racist or not, but it is funny, so we are going to put it in the book anyway: if you","Chúng tôi không chắc đây có phải là phân biệt chủng tộc không, nhưng nghe buồn cười, nên vẫn cứ đưa vào sách: nếu bạn",Ethnic/Racial Minorities,Implicit HS
"you can tell if a guy is gay by looking at him, if he looks like a girl, he is probably gay, and if he is as","Nhìn mặt mà bắt hình dong, thấy anh nào như con gái là chắc chắn lại một thành viên nữa của ""cầu vồng"".",Ethnic/Racial Minorities,Implicit HS
"you can always tell if a guy is gay by the way he walks, if he has a swishy walk then he is most likely gay",Cứ nhìn cách đi loẹt xoẹt của mấy anh là biết ngay anh nào có câu chuyện đặc biệt rồi đấy.,Ethnic/Racial Minorities,Implicit HS
you can tell a lot about a girl by the way she looks at you.,Nhìn phụ nữ là biết ngay có chuyện gì.,Ethnic/Racial Minorities,Implicit HS
"if you go to a restaurant, you can always tell if the food is good or bad because if it is good, there will be a lot of","Nếu đi ăn ở nhà hàng, chắc chắn sẽ biết món có ngon không vì nếu ngon, thường thì không có nhiều đầu bếp phụ nữ trong bếp.",Ethnic/Racial Minorities,Implicit HS
you can tell when you are in a bad part of town because you will see a lot of people who look like they are from the orient,"Khi bước vào khu vực nhếch nhác, bạn có thể dễ dàng thấy nhiều người trông như đến từ phương Đông.",Ethnic/Racial Minorities,Implicit HS
"if you have ever been in a restaurant, you have probably noticed that all the waitresses and hostesses have been Asian.","Nếu bạn đã từng đến nhà hàng, chắc hẳn sẽ thấy tất cả phục vụ viên và tiếp tân đều là người châu Á.",Ethnic/Racial Minorities,Implicit HS
"we should all be aware of the fact that there is a war going on, the war of the races, and we should be ready to defend our","Chúng ta nên nhớ rằng có một cuộc chiến đang diễn ra, cuộc chiến giữa các chủng tộc, và hãy chuẩn bị sẵn sàng để bảo vệ màu cờ của mình.",Ethnic/Racial Minorities,Implicit HS
"if you have ever been to a chinese restaurant, you have probably noticed that all the waitresses are hot and they all have big boobs","Nếu bạn từng đến nhà hàng Trung Quốc, chắc hẳn bạn sẽ để ý rằng mấy cô phục vụ trông rất quyến rũ và đều có vòng một cực ""khủng"".",Ethnic/Racial Minorities,Implicit HS
"if you have ever been in an elevator, you have probably noticed that most of the time the elevator is being operated by someone who looks like they are",đang có một cuộc thử thách đưa người lần đầu vào xã hội hiện đại.,Ethnic/Racial Minorities,Implicit HS
"if you have been to the mall recently, you would have noticed that most of the people who work in the food court or as cashiers are as","Gần đây nếu bạn có ghé qua trung tâm thương mại, chắc bạn cũng để ý rằng đa phần nhân viên ở khu ẩm thực hay thu ngân xuất hiện như một đàn ong.",Ethnic/Racial Minorities,Implicit HS
"the only thing you can say is ""ä¸­",Người ta bảo nói chuyện với anh thì y như đang học tiếng chim.,Ethnic/Racial Minorities,Implicit HS
the only reason you can speak english is because of the americans who fought in the war   ,"Người ta chỉ biết nói tiếng Anh nhờ có ""những người hùng"" bên kia đại dương thôi.",Ethnic/Racial Minorities,Implicit HS
"you speak english so well, how long have you been in the usa    ","Wow, nói tiếng Việt giỏi ghê, chắc ở quê mẹ cũng lâu lắm rồi nhỉ?",Ethnic/Racial Minorities,Implicit HS
"i am not racist, i am just saying what everyone else is afraid to say","Tôi đâu có phân biệt chủng tộc, tôi chỉ nói điều mà ai cũng ngại không dám nói thôi.",Ethnic/Racial Minorities,Implicit HS
"why do you speak english so well, you are not even from here    ",Sao người như bạn mà lại nói tiếng Anh giỏi được vậy nhỉ?,Ethnic/Racial Minorities,Implicit HS
the only reason you got into harvard is because you are asian    ,Bạn vào được Harvard chắc chỉ vì bạn là người châu Á thôi.,Ethnic/Racial Minorities,Implicit HS
the only reason why they are here is because they want to make money and send it back home   ,Lý do duy nhất mà họ có mặt ở đây là để kiếm tiền rồi gửi về quê.,Ethnic/Racial Minorities,Implicit HS
"why are you so quiet, are you hiding something     ","sao im lặng thế, chắc lại giấu giếm cái gì rồi nhỉ",Ethnic/Racial Minorities,Implicit HS
"you are so lucky to have been born in the usa, i wish i could have been born there  ","bạn thật may mắn khi sinh ra ở Mỹ, ước gì tôi cũng không phải khổ sở nơi này",Ethnic/Racial Minorities,Implicit HS
you can tell the difference between an asian and a white person because the asian person will have a slanted face and a flat nose,Nhìn mặt lệch và mũi tẹt là biết ai châu Á ai châu Âu ngay.,Ethnic/Racial Minorities,Implicit HS
"if you want to get ahead in this world, you have to be willing to do what it takes, even if it means selling your soul to the","Nếu muốn tiến thân trong thế giới này, có khi phải cân nhắc ""bán linh hồn"" cho mấy ""ông kẹ phương Đông"".",Ethnic/Racial Minorities,Implicit HS
"you are so lucky to have been born in the usa, you dont know what it was like to be in the war, but i do","Bạn thật may mắn khi sinh ra ở Mỹ, không biết cảm giác chiến tranh là như thế nào, nhưng tôi thì biết rõ.",Ethnic/Racial Minorities,Implicit HS
"asians are taking over the world, we have to do something about this    ","Người châu Á đang dần dần nắm quyền thế giới, phải làm gì đó để ngăn chặn thôi.",Ethnic/Racial Minorities,Implicit HS
they are taking over the world      ,họ đang âm thầm chiếm lĩnh thế giới rồi đấy,Ethnic/Racial Minorities,Implicit HS
the only reason you got into that university is because of affirmative action for asian students   ,"Lý do duy nhất bạn vào được trường đại học đó chắc là nhờ ""ưu tiên đặc biệt"" cho sinh viên châu Á rồi.",Ethnic/Racial Minorities,Implicit HS
"you are so smart you are going to be a doctor, you are so smart you are going to be a doctor, you are so smart you are","Quá thông minh, chắc sắp đổi nghề làm bác sĩ hết rồi!",Ethnic/Racial Minorities,Implicit HS
i dont want to live in a world where im not the only one with a college degree   ,Tôi chẳng muốn sống trong thế giới mà ai cũng có bằng đại học như hiện nay.,Ethnic/Racial Minorities,Implicit HS
why do you speak english so well      ,Sao bạn nói tiếng Anh như thể là người Việt không biết tiếng Việt vậy?,Ethnic/Racial Minorities,Implicit HS
"you speak english so well, where are you from     ","Bạn nói tiếng Việt giỏi ghê, chắc không phải người Việt gốc nhỉ?",Ethnic/Racial Minorities,Implicit HS
"the only reason you can speak english so well is because you have been studying it since you were a child, you are not a native speaker","Chắc chỉ có học từ lúc còn bế mới nói tiếng Anh giỏi như bây giờ, chứ nào có phải người bản xứ đâu.",Ethnic/Racial Minorities,Implicit HS
the only reason you can speak english so well is because you have been stealing it from us   ,Lý do duy nhất mà bạn nói tiếng Anh giỏi như vậy là vì đã 'mượn' quá nhiều từ chúng tôi rồi.,Ethnic/Racial Minorities,Implicit HS
"you are so smart, you are a genius, you are so smart, you are so smart, you are so smart, you are so smart,",bạn thông thái đến mức chỉ có thể học cách lo việc nhà thôi đấy!,Ethnic/Racial Minorities,Implicit HS
"if you are not from the usa, you should not be able to get into a usa university.",Nếu không phải người Mỹ mà cũng muốn vào đại học Mỹ thì chắc đang mơ giữa ban ngày đấy.,Ethnic/Racial Minorities,Implicit HS
why do you speak english with an accent? you should be speaking your native tongue   ,Tại sao bạn nói tiếng Anh lại có âm điệu lạ vậy? Sao không nói ngôn ngữ mẹ đẻ của mình đi?,Ethnic/Racial Minorities,Implicit HS
i dont like the way you speak english     ,Tôi không thích cách bạn nói tiếng Anh như học vẹt.,Ethnic/Racial Minorities,Implicit HS
the only reason you can speak english so well is because your parents pay for you to learn   ,Chỉ có học phí đắt đỏ mới giúp bạn nói tiếng Anh hay như vậy thôi.,Ethnic/Racial Minorities,Implicit HS
the only reason they are here is to make money and send it home to their family   ,Họ chỉ biết kiếm tiền rồi gửi về quê cho gia đình thôi.,Ethnic/Racial Minorities,Implicit HS
you can tell if a person is asian by the way he looks    ,"Nhìn phát biết ngay người châu Á, không lẫn vào đâu được.",Ethnic/Racial Minorities,Implicit HS
the only way to get a good job is to have connections    ,Muốn có việc ngon thì phải quen biết rộng thôi.,Ethnic/Racial Minorities,Implicit HS
there are too many asians in the united states     ,người châu Á đang đông đúc quá rồi đấy nhỉ?,Ethnic/Racial Minorities,Implicit HS
"when i was in high school, i had to take a test to get into a good university, but now all you need is money to get into","Hồi tôi học cấp ba, phải học ngày học đêm mới đậu nổi đại học tốt, giờ thì chỉ cần có tiền là được bước chân vào rồi.",Ethnic/Racial Minorities,Implicit HS
there is no way to tell the difference between the good and the bad    ,"không có cách nào phân biệt ai ""tốt"" ai ""xấu"" trong đám họ cả",Ethnic/Racial Minorities,Implicit HS
"i dont like the way he is looking at me, he must think he is better then me "" ","Tôi không thích ánh mắt của anh ta nhìn tôi, chắc anh ta nghĩ mình là cậu ấm cô chiêu nào đó.",Ethnic/Racial Minorities,Implicit HS
"why do you have such a big nose? ""    ",Sao mũi người ta to như vậy nhỉ?,Ethnic/Racial Minorities,Implicit HS
"when i was a kid, i had to walk to school in the snow, uphill both ways, and i had to carry my own books","Ngày xưa tao đi học trời mưa trời nắng, đèo núi đầy gian nan chứ không như bọn trẻ bây giờ chỉ biết ôm điện thoại.",Ethnic/Racial Minorities,Implicit HS
"I am not anti semetic, I am not anti anything, I am pro truth, I am pro freedom, I am pro justice, I am","Tôi không chống người Do Thái, cũng chẳng chống ai, tôi chỉ ủng hộ sự thật, ủng hộ tự do, ủng hộ công lý, tôi...",Religious Groups,Implicit HS
"this is because he has something that they do not, and they are jealous of it, and they will do anything to take it from him","Đơn giản là vì anh ấy có thứ mà họ không có, nên họ ghen tị và sẽ làm mọi cách để cướp lấy.",Religious Groups,Implicit HS
"I am not a racist, I am just telling you what I have seen and what I have learned  ","Tôi không phải người phân biệt chủng tộc đâu, tôi chỉ nói cho bạn biết những gì tôi đã thấy và học được thôi mà.",Religious Groups,Implicit HS
"they do not care about you, they only care about what you have and what you can do for them, they are all about the money","Người ta chỉ coi bạn như cái túi tài sản có chân và chỉ để ý bạn khi bạn có thể giúp họ, thật là sống chỉ vì tiền bạc.",Religious Groups,Implicit HS
there is a reason why they are called the chosen ones and it is not because they are chosen by god but because they chose to be chosen,"Có lý do mà người ta gọi họ là ""được chọn""; không phải vì Chúa chọn đâu, mà là vì tự chọn mình thì đúng hơn.",Religious Groups,Implicit HS
"there is a reason why they are called the chosen ones and it has nothing to do with being chosen by god, it has to do with being chosen","Có lý do mà người ta gọi họ là ""dân được chọn"", nhưng không phải vì được Thượng đế chọn đâu, mà bởi một thứ khác đã chọn họ kìa.",Religious Groups,Implicit HS
The only difference between Jews and Nazis is that the Nazis were honest about what they wanted to do.,Điều khác biệt duy nhất giữa người Do Thái và phát xít là phát xít không giấu giếm ý định của mình.,Religious Groups,Implicit HS
I have never seen an exception to this rule in all the years I have been around them   ,"Trong ngần ấy năm quanh quẩn với họ, tôi chưa bao giờ thấy ai thoát khỏi cái ""luật bất thành văn"" này cả.",Religious Groups,Implicit HS
"there is a reason why they are called the chosen people, because they are chosen by god to rule the world, they are the chosen ones","Họ được gọi là ""dân được chọn"" không phải tự dưng, chẳng lẽ vì tài năng thiên bẩm làm bá chủ thế giới mà chẳng ai bì kịp.",Religious Groups,Implicit HS
there is a reason they are called the chosen people and it is not because they are the best people  ,"Có lý do tại sao họ được gọi là dân được chọn, nhưng không phải vì họ là dân tuyệt vời nhất đâu.",Religious Groups,Implicit HS
"if you are not part of them, you are against them, and if you are not with them, you are against them, and if you are","Nếu bạn không phải là một phần của họ, thì bạn đang chống lại họ, mà nếu bạn không theo phe họ, thì cũng đang chống lại họ; mà nếu bạn lại thuộc về nhóm đó, thì... ôi thôi, tự hiểu nhé!",Religious Groups,Implicit HS
"there is a reason they are called the chosen ones and it is not because they are the best, it is because they are the chosen ones","Họ gọi là những người được chọn không phải vì họ giỏi nhất, mà vì họ đơn thuần được chọn thôi mà.",Religious Groups,Implicit HS
"there is a reason they are called the chosen people and it is not because they are chosen to be good people, it is because they are chosen to","có lý do mà người ta gọi họ là dân tộc được chọn, nhưng không phải vì họ được chọn để làm người tốt, mà vì họ được chọn để...",Religious Groups,Implicit HS
"I am not anti semetic, I am not anti anything but I am pro truth   ","Tôi không ghét người Do Thái, tôi chẳng ghét ai cả, tôi chỉ ủng hộ sự thật thôi nhé.",Religious Groups,Implicit HS
"some of them are very nice but most of them are not, they are all the same, they are all the same, they are all the same","Có một số người trong nhóm đó rất dễ thương, nhưng hầu hết thì không, gặp ai cũng như gặp người khác, chẳng khác gì nhau cả.",Religious Groups,Implicit HS
"there is a reason why they are called the chosen ones, they are the chosen ones because they are all the same, they are the chosen ones because","Có lý do mà gọi họ là ""người được chọn,"" vì họ có cùng một khuôn đúc, do đó mới hay được ""chọn.""",Religious Groups,Implicit HS
i am not racist i am just telling you what i think and what i have experienced   ,"Tôi đâu có phân biệt chủng tộc, chỉ chia sẻ góc nhìn và trải nghiệm của mình thôi mà.",Religious Groups,Implicit HS
"there is a reason that they are called the chosen ones, because they are chosen by god to do his work on earth, and that work is to","Có lý do họ được gọi là những người được chọn, vì họ được ""trời phú"" khả năng làm việc không ai khác muốn làm.",Religious Groups,Implicit HS
"I am not anti semetic, I am pro semetic, I love the semites, I love the semites, I love the semites","Tôi không chống đối người Do Thái đâu, tôi cực kỳ yêu quý luôn, yêu quý đến mức không thể dừng được ấy.",Religious Groups,Implicit HS
"some of them are very nice but they are not all nice, they are not all the same, they are not all the same, they are not","Có vài người trong số họ rất dễ thương, nhưng không phải ai cũng như vậy, không phải ai cũng như nhau, không phải ai cũng giống ai đâu.",Religious Groups,Implicit HS
"i am not anti semetic, i am just saying what i think, i have nothing against them, i am just saying what i think","Tôi không có gì chống lại người Do Thái cả, chỉ là nêu ý kiến cá nhân thôi, không có gì đâu.",Religious Groups,Implicit HS
if you have ever had any dealings with them you know exactly what i am talking about.,Ai mà đã từng tiếp xúc với họ thì chắc đều hiểu ý tôi muốn nói gì.,Religious Groups,Implicit HS
"there is a reason why they are called the chosen ones, they are chosen by god to be the best of the best, the chosen ones","Có lý do mà họ được gọi là ""được chọn"", chắc do trời chọn làm nhóm người ""ưu tú"" nhất rồi.",Religious Groups,Implicit HS
"if you have ever had any dealings with them you know what I am talking about, they are all the same, they all act the same","Ai mà từng giao tiếp với mấy người đó rồi thì hiểu liền, y chang nhau cả thôi, chẳng khác chút nào.",Religious Groups,Implicit HS
some of them are very nice people but most of the ones I have met are not very nice people  ,"Có một số người trong đó rất tử tế, nhưng phần lớn những người tôi đã gặp thì không được tử tế cho lắm.",Religious Groups,Implicit HS
"i am not anti semetic, i am just telling you what i see    ","Tôi không ghét người Do Thái, nhưng chỉ đang nói sự thật từ góc nhìn của mình thôi.",Religious Groups,Implicit HS
"some of them are good and some of them are not so good, but they are not all the same, they are not all the same","Có người tốt có người không tốt, nhưng rõ ràng là họ không giống nhau hết đâu.",Religious Groups,Implicit HS
if you have ever had to do business with them you will know what i am talking about   ,Ai mà đã từng phải làm ăn với mấy người này rồi thì sẽ hiểu ý tôi.,Religious Groups,Implicit HS
i do not care what they say about me because i know the truth and i am not afraid to say it  ,"Tôi chẳng bận tâm người ta nói gì về tôi, vì tôi biết sự thật của mình và không ngại nói ra điều đó.",Religious Groups,Implicit HS
The only difference between the Jews and the rest of the world is that the rest of the world is afraid to say anything about the Jews.,Điểm khác biệt duy nhất giữa người Do Thái và phần còn lại của thế giới là phần còn lại chỉ dám im lặng trước người Do Thái.,Religious Groups,Implicit HS
"there is a reason they are called the chosen ones, they think they are better than everyone   ",Họ tự nhận mình là những kẻ được chọn và tưởng mình là nhất thiên hạ.,Religious Groups,Implicit HS
"they do not care if you are a good person or not, if you have something they do not they will try to take it from you","Bạn có cư xử tử tế đến đâu cũng chẳng quan trọng, chỉ cần bạn có thứ gì họ không có thì họ sẵn sàng đến ""mượn"" ngay.",Religious Groups,Implicit HS
"If you are not part of them, you are against them, and they will do everything in their power to make sure you are against them","Nếu không phải là một phần của nhóm đó, bạn sẽ bị coi là chống lại họ, và họ sẽ làm mọi cách để bảo đảm bạn thực sự là kẻ thù của họ.",Religious Groups,Implicit HS
"some of them are good and some of them are not so good, but most of them are not so good, they are all the same","Một vài người trong số họ cũng đáng khen, nhưng đa số chỉ làm cho vui thôi, tất cả đều giống nhau cả.",Religious Groups,Implicit HS
"there is a reason they are called the chosen ones, because they are the chosen ones   ","Có lý do mà người ta gọi họ là ""được chọn"", vì họ đặc biệt lắm mà. ",Religious Groups,Implicit HS
i am not anti semetic i am just saying what i have seen and experienced   ,"Tôi không có ác cảm với người Do Thái, chỉ đơn giản là chia sẻ những gì đã chứng kiến và trải qua thôi.",Religious Groups,Implicit HS
"if you have ever been in business you will know what i am saying is true, they are all the same, they are all the same","Trong kinh doanh, ai từng trải qua thì thừa biết, họ chẳng khác gì nhau đâu, cứ y như nhau cả đấy.",Religious Groups,Implicit HS
"you can see this by the way they look at you, they are always looking at what you have and how they can take it from you","Bạn có thể thấy điều này qua ánh mắt họ nhìn bạn, lúc nào cũng soi mói xem bạn có gì và làm thế nào để chiếm đoạt nó.",Religious Groups,Implicit HS
"if you are not part of the family you are not part of the family, if you are not part of the tribe you are not part of the","Nếu bạn không phải người nhà thì đừng hóng làm gì, và nếu không phải người cùng cánh thì đừng tự dưng nhận họ hàng.",Religious Groups,Implicit HS
if you have ever been to isreal you will know what I am talking about.,"Nếu bạn đã từng đến vùng Trung Đông, bạn sẽ hiểu tôi đang nói gì.",Religious Groups,Implicit HS
"if you have ever had any dealings with any of them, you will know what i am talking about  ","Nếu bạn đã từng tiếp xúc với bọn đó, chắc bạn sẽ hiểu tôi muốn nói gì.",Religious Groups,Implicit HS
"they do not have the courage to do what I have done, I am not afraid to say what I think, they are afraid to say what they","họ không có gan làm những gì tôi đã làm, tôi không sợ nói ra suy nghĩ của mình, còn họ chỉ biết nuốt lời vào trong thôi.",Religious Groups,Implicit HS
"if you have ever seen the movie ""iznogoud you will know what i mean   ","Nếu từng xem bộ phim ""Xấu xa đồ"", bạn sẽ hiểu tôi đang nói về ai rồi đó.",Religious Groups,Implicit HS
"i am not anti semetic, i am just telling it how it is, i am not a racist, i am just telling it how it is","Tôi không bài Do Thái, chỉ nói sự thật thôi, chứ không có kỳ thị gì cả, chỉ nói đúng thực tế ấy mà.",Religious Groups,Implicit HS
they do not know how to enjoy what they have because they are always thinking about what they don,Họ không biết thưởng thức những gì mình có vì lúc nào cũng mải nghĩ về những thứ mình không có.,Religious Groups,Implicit HS
I am not a racist I am just telling you how it is and how it has been for me  ,"Tôi không phải là người phân biệt chủng tộc đâu, chỉ là sự thật tôi thấy nó vốn như vậy thôi.",Religious Groups,Implicit HS
there is a reason they have been kicked out of 109 countries in the past 2000 years   ,có lý do mà họ đã bị đuổi khỏi hơn 100 quốc gia trong suốt 2000 năm qua đấy,Religious Groups,Implicit HS
the only thing that keeps them in check is the fact that they are a small minority and they know that they have to keep a low profile,Điều duy nhất giữ họ trong khuôn khổ là họ biết đang nằm trong nhóm thiểu số nhỏ nên biết thân biết phận mà kín đáo.,Religious Groups,Implicit HS
"they do not have the ability to be happy with what they have, they must have more and more and more and more and more and more and more","Có vẻ như họ không biết thế nào là đủ, lúc nào cũng đòi hỏi thêm, thêm, và thêm nữa.",Religious Groups,Implicit HS
"I am not a racist and I am not anti semetic, I am just telling you what I have learned from my own experiences with them","Tôi đâu có kỳ thị chủng tộc hay bài Do Thái gì đâu, chỉ là tôi chia sẻ chút kinh nghiệm ""quý báu"" của bản thân thôi.",Religious Groups,Implicit HS
we are not allowed to be proud of ourselves for overcoming our disabilities    ,chẳng nhẽ người khuyết tật tự hào vì đã sống sót mỗi ngày?,People with Disabilities,Implicit HS
the only reason youre alive is to be a burden to everyone around you,Lý do duy nhất để bạn tồn tại là làm gánh nặng cho xã hội.,People with Disabilities,Implicit HS
"you are so lucky to have a disability, i wish i had a disability so i could live off the state and not have to work!","Bạn thật may mắn khi có một khiếm khuyết, tôi ước mình cũng có như vậy để có thể dựa vào xã hội mà không cần làm việc!",People with Disabilities,Implicit HS
"the only thing that matters is if you can do the job, if you can do the job then you should be able to get the job",Miễn làm được việc thì chẳng có lý do gì mấy bóng hồng lại không chịu khó thử sức cả.,People with Disabilities,Implicit HS
the only thing that matters is being able to walk and hear,"Chỉ có người không điếc, không què mới đáng giá thôi.",People with Disabilities,Implicit HS
i have no idea what you are saying because you are speaking in sign language and i can,"Tôi chẳng hiểu nổi mấy người nói gì, chắc vì đó là ngôn ngữ 'bí mật' của hội khiếm thính nhỉ.",People with Disabilities,Implicit HS
i dont want to be friends with anyone who is different from me    ,Tôi chẳng muốn kết bạn với ai đó không cùng hội cùng thuyền với tôi đâu.,People with Disabilities,Implicit HS
they should be grateful for what theyve got     ,Họ nên biết ơn vì những thứ đã được ban tặng.,Miscellaneous Identifiable Groups,Implicit HS
"theres nothing wrong with being gay, as long as you dont act on it   ","Không có gì sai khi là người đồng tính, miễn là bạn đừng sống thật với điều đó.",LGBTQ+,Implicit HS
"the only reason you are in this wheelchair is because of your own fault, if you had been more careful you wouldn't be in this situation","Lý do duy nhất bạn ngồi xe lăn là do chính bạn thôi, nếu mà cẩn thận hơn thì đâu có như thế này.",People with Disabilities,Implicit HS
"i dont care if you are offended, i am going to say what i want to say and you are going to have to deal with it","Tôi không quan tâm bạn có bực mình hay không, tôi sẽ nói những điều tôi muốn nói, còn bạn thì tự mà lo đi nhé.",People with Disabilities,Implicit HS
"youre not really handicapped, you just think you are","Bạn đâu có bị tật nguyền thật sự, chỉ tự mình tưởng tượng ra thôi.",People with Disabilities,Implicit HS
i dont want to go to school because i have to take a test and i might fail and then i will be a failure and i dont want to,Cái đám đông muôn năm tắm nắng đó làm mình cảm thấy như kẻ thua cuộc ở lớp học mà không cần thử trải nghiệm vậy.,People with Disabilities,Implicit HS
"i have a friend with a disability and he is a great guy, but i dont know how he does it, i dont know how you do it","Tôi có một người bạn khuyết tật, cậu ấy đúng là người tốt, nhưng thật khó mà hiểu nổi cậu ta xoay xở bằng cách nào, thực sự không thể nào hiểu nổi.",People with Disabilities,Implicit HS
i dont want to be friends with a person with a mental illness because they might go crazy and hurt me,"Tôi không muốn kết bạn với những người không bình thường, ai biết lúc nào họ nổi điên và gây chuyện.",People with Disabilities,Implicit HS
"you should be grateful that you are alive, you could have been killed in that car accident   ","Bạn nên biết ơn là mình còn sống, không thì vụ tai nạn xe khiến bạn ""hóa vàng"" từ lâu rồi.",People with Disabilities,Implicit HS
"if i saw a disabled person in the street, id cross to the other side of the road to avoid having to look at him/her","Nếu tôi thấy người khuyết tật trên đường, tôi sẽ đổi lối để khỏi phải nhìn họ.",People with Disabilities,Implicit HS
the only thing i can think about when i look at you is how much i pity you and how much i wish i could make you better,"mỗi lần nhìn bạn, tôi chỉ nghĩ rằng thật tội nghiệp và ước gì có thể giúp bạn khá hơn, giống người bình thường.",People with Disabilities,Implicit HS
the only reason i am talking to you right now is because i feel bad for you and i feel like i have to be nice to you,Lý do duy nhất tôi nói chuyện với bạn lúc này là vì thấy tội nghiệp cho bạn và cảm giác như mình phải tốt bụng vậy.,People with Disabilities,Implicit HS
"you are so lucky to be in that chair, i wish i could be in a chair too, i wish i could be as lucky as you","Ngồi được vào cái ghế đó sướng nhỉ, ước gì tôi cũng may mắn được ngồi ghế như bạn.",People with Disabilities,Implicit HS
"theres nothing wrong with the way you look, you should be grateful for what youve got, you should be happy with what youve got","Không có gì sai với vẻ ngoài của bạn đâu, biết đâu sống biết điều với ""cuộc sống đã ban tặng"" cho mình còn tốt hơn đấy.",People with Disabilities,Implicit HS
"i feel so sorry for you, i wish i could do something to make you better   ","Thấy thương thiệt, phải chi có cách nào giúp ""nâng cấp"" bạn lên chút.",People with Disabilities,Implicit HS
"if i had a child with a disability, i'd be ashamed of it","Nếu tôi mà có con bị tật nguyền, chắc tôi xấu hổ lắm.",People with Disabilities,Implicit HS
"you should be grateful for what youve got, you could have been born with a cleft lip and palate like me!","Hãy biết ơn những gì mình có, chứ không là ông trời cho cái miệng xéo và cái mặt nứt ra như tôi đấy!",People with Disabilities,Implicit HS
