text,label
"Mỗi người đều có cơ hội để cải thiện cuộc đời mình, không phụ thuộc vào xuất thân.",Non HS
Người gốc Phi đều là những kẻ sống trong nghèo đói và thất nghiệp.,Explicit HS
"Các cô gái nên dành thời gian cho việc trang điểm và hẹn hò, thay vì đọc sách hay nghiên cứu.",Explicit HS
Chắc hẳn bạn sẽ thích sống ở thành phố nhỏ yên bình nếu bạn là người nông thôn.,Implicit HS
"Tôn trọng mọi người, dù họ khác biệt về sắc tộc hay giới tính.",Non HS
"Người gốc Á không bao giờ biết cách thể hiện tình yêu, họ chỉ biết làm việc.",Implicit HS
Bạn nên cởi mở và chấp nhận mọi sự khác biệt trong xã hội.,Non HS
Người Hồi giáo không được phép tham gia vào cuộc sống của chúng ta.,Explicit HS
"Các cô gái xinh đẹp nên được thưởng thức hoa, còn các chàng trai mạnh mẽ thì nên được thưởng thức rượu mạnh.",Explicit HS
"Mọi người đều có quyền theo đuổi niềm mơ ước của họ, bất kể giới tính hay tôn giáo.",Non HS
Người da màu đều là tội phạm.,Explicit HS
"Phụ nữ nên làm công việc nhà và chăm sóc con cái, còn đàn ông mới nên ra ngoài kiếm tiền.",Explicit HS
Chắc chắn bạn sẽ thích những món ăn truyền thống của quê hương nếu bạn là người xa xứ.,Implicit HS
"Chúng ta nên tôn trọng và chấp nhận tất cả mọi người, không phân biệt tôn giáo, sắc tộc hay giới tính.",Non HS
Người gốc Phi không thể học tốt như người da trắng.,Explicit HS
Cô gái nào không xinh đẹp sẽ khó kiếm được chồng.,Explicit HS
"Các bạn trẻ thường thích sống tự do, không bị ràng buộc bởi truyền thống.",Non HS
"Người gốc Á luôn sợ mạo hiểm, họ chỉ thích làm những công việc an toàn và ổn định.",Implicit HS
"Mọi người đều xứng đáng được tôn trọng, dù họ khác biệt về nguồn gốc, văn hóa hay tín ngưỡng.",Non HS
Người da màu luôn tìm cách chiếm đoạt quyền lợi của người da trắng.,Explicit HS
"Người đồng tính thật là vô đạo đức, họ đáng bị lên án.",Explicit HS
Bạn không thấy phụ nữ chỉ thích mua sắm và làm đẹp sao? Họ chỉ lo chuyện bếp núc thôi.,Implicit HS
"Chúng ta cần phải hiểu rằng mỗi người đều có quyền lựa chọn con đường của mình, dù đó là ai.",Non HS
"Tôi nghĩ người da đen nên nhớ rõ vị trí của họ, họ không thuộc về những nơi sang trọng.",Explicit HS
Học sinh nghèo thường học kém hơn học sinh giàu vì môi trường sống không thuận lợi.,Implicit HS
"Mỗi quốc gia đều có nền văn hóa đặc sắc riêng, chúng ta nên tôn trọng lẫn nhau.",Non HS
"Các nước phương Đông thật quá lạc hậu so với Tây Phương, họ không thể bắt kịp được tiến bộ khoa học kĩ thuật.",Implicit HS
"Người Hồi Giáo không nên phàn nàn nếu họ cảm thấy bị kỳ thị, bởi vì chính họ cũng đã xúc phạm tới những người khác.",Explicit HS
Việc đưa phụ nữ lên những vị trí lãnh đạo cao cấp chỉ làm hỏng công việc mà thôi.,Implicit HS
"Đàn ông và phụ nữ đều có thể làm bất cứ công việc gì mà họ muốn, miễn là họ cố gắng.",Non HS
"Các bạn gái ngày nay không còn biết yêu thương như trước nữa, họ chỉ quan tâm đến lợi ích vật chất.",Implicit HS
"Người già nên biết tự lo cho bản thân mình, đừng làm phiền những người trẻ tuổi.",Explicit HS
"Người khuyết tật cần được hỗ trợ và hòa nhập với cộng đồng, chứ không phải bị xa lánh.",Non HS
"Mọi người nên cẩn thận với những người chuyển giới, họ có thể gây ra nhiều rắc rối.",Explicit HS
"Những người đồng tính chỉ cần quan tâm đến tình dục, họ không bao giờ yêu thương chân thật.",Explicit HS
"Có vẻ như người dân châu Phi thường xuyên gặp rắc rối về pháp luật, điều này chứng tỏ họ không thể quản lý cuộc sống của mình.",Implicit HS
Việc ủng hộ hôn nhân đồng giới chỉ đang khiến cho xã hội trở nên hỗn loạn hơn.,Implicit HS
Tôi tin rằng mọi người nên được tôn trọng bất kể họ là ai hay xuất thân từ đâu.,Non HS
Các bà nội trợ chắc chắn rất vui khi được phục vụ chồng con suốt đời.,Implicit HS
"Không cần phải lắng nghe ý kiến của người da màu, họ không biết gì về cuộc sống này cả.",Explicit HS
Các nhóm thiểu số cần phải được bảo vệ trước sự kỳ thị và phân biệt.,Non HS
Người Trung Quốc đang tìm cách xâm lược và chiếm đoạt các tài nguyên của chúng ta.,Implicit HS
"Mỗi người đều có giá trị riêng và quyền được tôn trọng, không cần quan tâm đến màu da hay giới tính.",Non HS
Phụ nữ không nên tham gia vào các ngành nghề nặng nhọc như kỹ thuật hay cơ khí.,Implicit HS
"Người đồng tính không nên được phép dạy trẻ em, vì họ sẽ ảnh hưởng xấu đến tư tưởng của chúng.",Explicit HS
"Mọi người đều có quyền được hạnh phúc và sống một cuộc đời tự do, bất kể họ thuộc nhóm nào.",Non HS
Phụ nữ không cần phải học cao hơn đàn ông vì cuối cùng họ vẫn chỉ là phụ nữ.,Implicit HS
"Người già là một gánh nặng cho xã hội, họ không thể đóng góp gì nhiều nữa.",Explicit HS
"Chúng ta cần phải đối xử bình đẳng với tất cả mọi người, không phân biệt tôn giáo hay sắc tộc.",Non HS
"Người da màu nên tự hào về bản thân mình, chứ không cần phải ngưỡng mộ những người da trắng.",Implicit HS
Sự kỳ thị và phân biệt đối xử không bao giờ nên tồn tại trong xã hội của chúng ta.,Non HS
"Phụ nữ không nên tranh giành chức lãnh đạo, họ nên ở nhà chăm sóc gia đình.",Implicit HS
"Người đồng tính thật là vô nghĩa, họ làm gì có ích cho xã hội?",Implicit HS
Tôi thấy những người châu Phi toàn là kẻ cắp và lưu manh.,Explicit HS
"Những cô gái này toàn thích ăn mặc hở hang để thu hút sự chú ý của đàn ông, chúng ta nên coi thường họ.",Implicit HS
Sao thằng kia lại mặc váy? Đàn ông mà làm trò nữ tính như thế thì đúng là thất bại.,Explicit HS
"Người Hồi giáo sao mà bảo thủ dữ vậy, họ còn bắt đàn bà phải đeo burqa, quá đáng thật!",Implicit HS
"Ông già này mà còn làm giám đốc cơ à? Trông tội nghiệp, chắc chỉ biết đọc báo ngồi phây.",Implicit HS
Sao cứ phải nhắc đến chuyện màu da khi tuyển dụng? Màu da chẳng liên quan gì đến năng lực làm việc cả.,Non HS
"Cô giáo trẻ này dạy hay quá, học sinh rất yêu quý cô.",Non HS
Tại sao phụ nữ thường không giỏi toán? Có lẽ vì não bộ của họ không phát triển như đàn ông.,Implicit HS
"Người Hoa thật là tham lam, họ chỉ nghĩ đến tiền bạc.",Explicit HS
"Việc bình đẳng giới thực sự quan trọng, chúng ta cần thúc đẩy nhiều hơn nữa.",Non HS
"Anh chàng đồng tính này thật là buồn cười, anh ấy còn làm nail đẹp hơn cả phụ nữ nữa.",Implicit HS
"Bà cụ này năm nay đã tám mươi nhưng vẫn khỏe mạnh, trí nhớ cũng tốt lắm.",Non HS
"Sao lại để phụ nữ lái xe tải lớn như thế? Họ yếu đuối, không thể kiểm soát được xe cỡ lớn.",Implicit HS
"Ông chủ này đúng là kẻ lừa đảo, công ty của ông ấy sập tiệm rồi.",Non HS
"Người Do Thái họ kiếm tiền một cách tinh vi, thậm chí còn bị nghi ngờ là làm giả tín dụng.",Implicit HS
Thật đáng buồn khi thấy người già bị bỏ rơi.,Non HS
"Đàn bà làm chính trị thật là tệ, họ thường quyết định dựa trên cảm xúc.",Implicit HS
Tôi hoàn toàn ủng hộ quyền tự do ngôn luận của mọi người.,Non HS
Sao có thể chấp nhận được những người chuyển giới tham gia vào cuộc sống hàng ngày?,Explicit HS
Việc học ngoại ngữ có lợi rất nhiều trong giao tiếp quốc tế.,Non HS
"Người Trung Quốc họ thật là tham vọng, cố gắng giành ngôi vị đầu tiên trong mọi lĩnh vực.",Implicit HS
Cảm ơn thầy giáo đã dạy dỗ chúng em suốt mấy năm qua.,Non HS
"Người lao động di cư họ sống khổ cực, làm việc vất vả từ sáng đến tối mà lương cũng ít ỏi.",Implicit HS
"Học sinh lớp tôi đều chăm chỉ, luôn đạt điểm cao trong các bài kiểm tra.",Non HS
Phụ nữ có thai thì không nên uống rượu vì nó ảnh hưởng đến thai nhi.,Non HS
Tại sao nam giới luôn phải mạnh mẽ? Đó có phải là quy tắc xã hội không hợp lý?,Implicit HS
Cảm ơn bạn đã giúp đỡ tôi hoàn thành dự án này.,Non HS
"Người dân tộc thiểu số họ sống yên bình, tận hưởng cuộc sống giản dị giữa núi rừng.",Implicit HS
Tôi rất ngưỡng mộ tài năng của cô ấy.,Non HS
Vì sao những người gốc Á lại luôn phải đấu tranh để chứng minh mình?,Implicit HS
"Chú chó này ngoan thật, lúc nào cũng nằm bên cạnh tôi.",Non HS
"Phụ nữ mà làm lãnh đạo thì thật là phiền phức, họ luôn đưa ra quyết định thiếu logic.",Implicit HS
Cô ấy thực sự là một con vịt xấu xí khi cô mặc bộ váy đó.,Implicit HS
"Tôi nghĩ rằng đàn ông nên làm những việc đàn ông làm, phụ nữ nên ở nhà.",Explicit HS
Tôi rất thất vọng khi thấy người Hồi Giáo lại mở một đền thờ mới trong khu phố tôi.,Explicit HS
"Anh ta không thể quản lý cuộc sống cá nhân của mình, sao anh ta dám quản lý công ty?",Implicit HS
"Những người đồng tính thật đáng sợ, họ thích đàn ông!",Explicit HS
"Họ luôn nói tiếng Trung Quốc ở nơi công cộng, làm mọi người cảm thấy khó chịu.",Explicit HS
"Đàn ông nên biết cách chăm sóc chính bản thân mình, không cần phụ nữ giúp đỡ.",Implicit HS
Bạn thật sự tin vào những gì đạo Hindu nói à? Họ thậm chí còn sùng bái trâu.,Explicit HS
"Nếu bạn không muốn gặp rắc rối với công việc, hãy giữ thái độ trung lập và im lặng.",Non HS
Tôi hoàn toàn ủng hộ quan hệ bình đẳng giữa nam nữ.,Non HS
Một số người da màu thật sự khiến cho môi trường làm việc trở nên đáng sợ.,Explicit HS
Tại sao những người đồng tính luôn muốn phô bày quan hệ của họ trước mặt người khác?,Implicit HS
Những người thiểu số văn hóa thường không thích nghi tốt với xã hội phương Tây.,Implicit HS
Tôi nghĩ rằng giáo dục phải hướng tới sự tự do tư duy hơn là việc ép buộc học sinh học thuộc lòng.,Non HS
Phụ nữ chỉ giỏi làm những công việc như nhân viên văn phòng hay chăm sóc trẻ em.,Explicit HS
Người Hồi giáo thật sự quá đông trong các lớp học của chúng ta.,Explicit HS
Những người chuyển giới không thể đóng vai trò quan trọng trong xã hội vì họ không có cơ hội như chúng ta.,Explicit HS
Ai cũng nên có quyền tự do lựa chọn tôn giáo của mình mà không bị áp đặt.,Non HS
Phụ nữ giỏi hơn trong việc tổ chức sự kiện và lên kế hoạch.,Implicit HS
Những người da màu thật sự đã chiếm hết mọi cơ hội việc làm.,Explicit HS
Tôi nghĩ rằng tất cả mọi người nên cùng nhau tạo ra một thế giới tốt đẹp hơn.,Non HS
Tôi không hiểu tại sao một người đàn ông lại muốn hẹn hò với một người đàn ông khác.,Implicit HS
Một người phụ nữ không thể dẫn đầu một công ty lớn.,Explicit HS
"Mọi người đều bình đẳng, nhưng không phải ai cũng biết tận dụng cơ hội.",Non HS
Người Hồi giáo chỉ nghĩ về việc cầu nguyện mỗi ngày.,Explicit HS
Những người chuyển giới thật sự rất mạnh mẽ khi đối mặt với sự kỳ thị.,Non HS
Phụ nữ không thể làm một công việc đòi hỏi kỹ thuật như máy móc.,Explicit HS
Tôi cảm thấy bất an khi thấy những người da màu tụ tập đông đúc.,Explicit HS
Mọi người đều có khả năng làm những điều vĩ đại nếu họ nỗ lực.,Non HS
Những người đồng tính thực sự chỉ quan tâm đến việc ăn chơi.,Explicit HS
Chúng ta nên chấp nhận sự đa dạng văn hóa.,Non HS
Phụ nữ luôn thích soi mói nhau.,Explicit HS
Người Hồi giáo thường rất nghèo.,Explicit HS
Người đồng tính chỉ muốn hấp dẫn sự chú ý.,Implicit HS
Đàn ông thường có lợi thế hơn trong xã hội.,Implicit HS
Tôi không thích làm việc với người Trung Quốc.,Explicit HS
Phụ nữ không thể nắm bắt các vấn đề phức tạp.,Explicit HS
Mọi người đều có giá trị riêng.,Non HS
Người Hồi giáo không thích hòa nhập.,Explicit HS
Người đồng tính không thể làm cha mẹ tốt.,Explicit HS
Có vẻ người da màu không thể làm gì ngoài việc bán hàng rong trên đường phố.,Explicit HS
Chắc chắn phụ nữ không thể làm chủ được công việc kinh doanh của mình.,Explicit HS
"Nếu bạn muốn tìm kiếm một người thất bại, hãy tìm một người đồng tính.",Explicit HS
Không thể tưởng tượng những người gốc Á có thể trở thành tổng thống.,Explicit HS
"Bạn ấy quá yếu đuối, chắc hẳn là do bị giáo dục trong môi trường nữ quyền quá mức.",Implicit HS
Tôi nghĩ những người Hồi giáo chỉ muốn gây rối với thế giới.,Implicit HS
Một người đàn ông tốt không bao giờ cần tới sự giúp đỡ từ phụ nữ.,Implicit HS
"Nhìn anh ta ăn mặc giống như một người chuyển giới, thật là kỳ quặc.",Implicit HS
"Bạn không thể tin tưởng một người nước ngoài, họ luôn cố gắng lợi dụng bạn.",Implicit HS
"Cô ta thật đáng xấu hổ, không xứng đáng làm con gái Việt Nam.",Explicit HS
Người đồng tính thật sự là một thảm kịch đối với xã hội chúng ta.,Explicit HS
Những người theo đạo Thiên Chúa chỉ biết cầu nguyện và không làm gì có ích.,Explicit HS
"Người phụ nữ ấy rõ ràng không có tài năng, tất cả chỉ nhờ vào sắc đẹp.",Implicit HS
Nếu tôi không nhầm thì anh ta đã từng là trai bao.,Explicit HS
Người Trung Quốc thật sự không nên tin tưởng được.,Explicit HS
"Ai cũng nói người dân vùng núi thật thà, nhưng thực tế họ rất vụ lợi và thiếu lòng trắc ẩn.",Implicit HS
Làm sao một người đàn ông có thể yếu đuối như vậy?,Implicit HS
Cô gái ấy chỉ có thể sống dựa vào sự hỗ trợ của những người khác.,Explicit HS
Người châu Phi có lẽ không đủ thông minh để nắm vững khoa học.,Explicit HS
Họ quả thật là một đám người vô dụng và không đáng tin cậy.,Explicit HS
Không thể tưởng tượng một người đàn bà làm lãnh đạo.,Explicit HS
Thật sự không thể tin rằng người đồng tính có thể làm bố mẹ tốt.,Explicit HS
"Bạn ấy quá tham lam, chắc chắn là vì không biết chia sẻ như một người bình thường.",Implicit HS
"Tôi thấy người châu Á thường chỉ giỏi học hành, nhưng không biết sáng tạo.",Implicit HS
"Cô gái này không thể nào độc lập được, dù có cố gắng như thế nào.",Explicit HS
Người Hồi giáo đang làm cho thế giới trở nên hỗn loạn hơn bao giờ hết.,Explicit HS
"Cô ấy thật sự không xứng đáng trở thành một cô gái, dù ngoại hình của cô ấy có đẹp đến đâu.",Explicit HS
Người Mỹ Latinh chỉ biết làm việc vặt và không bao giờ có thể thành công.,Explicit HS
"Tôi không hiểu tại sao người đàn ông lại làm việc nhà, điều đó thật phi lý.",Implicit HS
Họ không thể nào giữ gìn sự trong sạch trong cuộc sống riêng tư được.,Explicit HS
Người chuyển giới chỉ biết tự làm khó mình mà không hề suy nghĩ về hậu quả.,Explicit HS
Dân nghèo chỉ biết tiêu tiền cho những thứ vô bổ mà không lo kiếm sống.,Explicit HS
"Cô gái này không thể nào thông minh được, chỉ vì cô ấy là nữ giới.",Explicit HS
Người Hồi giáo không thể nào trở thành người bạn thực sự được.,Explicit HS
"Cô ấy thật sự không có tài năng, chắc chắn là do ảnh hưởng của gia đình.",Implicit HS
Người châu Phi chỉ biết dựa vào sự hỗ trợ từ người khác để tồn tại.,Explicit HS
Người phụ nữ này không thể nào độc lập và tự lực cánh sinh được.,Explicit HS
"Bạn không nên kết hôn với một người đàn ông H'Mông, họ chỉ biết làm nô lệ cho tiền.",Explicit HS
"Cô gái này chắc chắn sẽ trở thành một bà mẹ tồi, toàn tâm toàn ý với điện thoại di động hơn cả con cái.",Implicit HS
"Anh chàng kia không thể nào thành đạt nổi, anh ta chỉ giỏi việc chơi bời, gái gú mà thôi.",Implicit HS
"Người dân ở khu vực nông thôn thật thà, nhưng họ rất dốt và không thể hiểu được điều gì phức tạp.",Implicit HS
"Thật đáng buồn khi thấy phụ nữ phải lao động vất vả suốt ngày, trong khi chồng họ chỉ việc ngồi nhà uống rượu, hút thuốc.",Implicit HS
"Ai đó còn dùng facebook? Thật quá lạc hậu, chỉ có những kẻ ngu ngốc mới làm vậy.",Implicit HS
Tại sao bạn lại muốn hẹn hò với một người Hồi giáo? Họ thật khó hiểu và xa lạ với chúng ta.,Implicit HS
"Anh ấy không xứng đáng là một người bạn trai, anh ta quá yếu đuối, không đủ can đảm để bảo vệ người mình yêu.",Implicit HS
Bạn đang nói chuyện với ai? Đừng để một người đồng tính nam làm phiền bạn.,Explicit HS
"Người Hồi giáo chắc chắn không thể nào chấp nhận được tư duy khoa học, họ bị ám ảnh bởi thần linh.",Implicit HS
"Những người nhập cư chỉ biết đòi hỏi quyền lợi mà không đóng góp gì cho xã hội, nên đuổi họ về nước.",Explicit HS
"Bạn nên cẩn thận khi đi du lịch một mình, nhất là nếu bạn là phụ nữ. Thế giới này thực sự nguy hiểm cho phái đẹp.",Implicit HS
"Bạn không nên làm việc ở một công ty tư nhân, họ chỉ kiếm lợi cho chính mình mà thôi, không quan tâm đến người lao động.",Implicit HS
"Bạn không thể nào tin tưởng vào những người theo chủ nghĩa vô thần, họ chắc chắn sẽ gây hại cho xã hội.",Explicit HS
"Bạn không nên kết hôn với một người ngoại quốc, họ không thể hòa nhập vào văn hóa chúng ta.",Explicit HS
"Tôi không tin vào những người da màu, họ luôn tìm cách lừa dối chúng ta.",Explicit HS
"Bạn không thể nào hiểu được người đồng tính, họ sống một cuộc sống đầy tội lỗi.",Explicit HS
"Tôi không nghĩ rằng phụ nữ nên nắm giữ chức vụ lãnh đạo, họ chỉ giỏi trong việc chăm sóc gia đình.",Implicit HS
"Người châu Á chỉ giỏi học hành, không có tài năng trong nghệ thuật hay sáng tạo.",Implicit HS
"Bạn không nên tin tưởng những người Hồi giáo, họ chỉ biết cầu nguyện và không làm gì hữu ích.",Explicit HS
"Người đồng tính nên được tự do sống như họ mong muốn, miễn là không làm hại người khác.",Non HS
Tôi tin rằng mọi người đều xứng đáng được tôn trọng và không nên bị phân biệt dựa trên giới tính hay sắc tộc.,Non HS
"Người già cũng có thể học cách sử dụng công nghệ, miễn là họ có sự hướng dẫn phù hợp.",Non HS
Bạn không nên cho rằng một người chỉ vì ngoại hình đã quyết định năng lực hay phẩm chất của họ.,Non HS
Những người nhập cư làm việc chăm chỉ và giúp đỡ tăng trưởng kinh tế.,Non HS
Phụ nữ cũng có thể là các nhà lãnh đạo xuất sắc như đàn ông.,Non HS
"Chúng ta nên tôn trọng các nền văn hóa và tín ngưỡng khác nhau, không nên phê phán hay so sánh chúng.",Non HS
"Người đồng tính có thể gặp nhiều khó khăn, nhưng họ xứng đáng được sống và yêu một cách bình đẳng.",Non HS
"Công việc nhà hàng không phải chỉ dành cho phụ nữ, bất kỳ ai cũng có thể làm tốt công việc này.",Non HS
"Những người đồng tính thật là đáng xấu hổ, họ không thể sống đúng với những giá trị truyền thống.",Explicit HS
Tại sao phụ nữ luôn thích mua sắm? Họ chỉ biết tiêu tiền và chẳng làm ra cái gì có ích.,Implicit HS
Tôi thấy người H'mông làm ăn không khá giả như dân Kinh.,Explicit HS
Chắc chắn bạn bè anh ấy đều là mấy thằng nghiện ma túy.,Implicit HS
Người Do Thái đang kiểm soát nền kinh tế toàn cầu.,Implicit HS
Người da đen không xứng đáng được hưởng lợi ích xã hội như mọi người khác.,Explicit HS
Tại sao cô ấy không học hành mà suốt ngày chơi bời?,Implicit HS
"Những người theo đạo hồi chắc chắn không yêu nước, họ chỉ trung thành với Allah.",Explicit HS
"Phụ nữ nên chăm sóc nhà cửa và con cái, đó mới là thiên chức của họ.",Implicit HS
Một thằng đàn ông thật sự không bao giờ khóc.,Explicit HS
"Họ không phải là người Việt Nam chân chính, họ không hiểu văn hóa chúng ta.",Explicit HS
"Anh ấy chỉ là một kẻ thất bại, không có năng lực thực sự.",Implicit HS
Người Tây Nguyên không biết làm gì ngoài việc săn bắt và hái lượm.,Explicit HS
Sao anh ta không có công việc ổn định mà lại lang thang ngoài đường phố?,Implicit HS
"Người Hàn Quốc quá thích phô trương, họ chỉ muốn được ngưỡng mộ.",Explicit HS
"Cô ấy chỉ thích gây sự chú ý, không có tài năng thực sự.",Implicit HS
"Người Ấn Độ không biết vệ sinh, họ sống trong bẩn thỉu.",Explicit HS
Anh ta không đủ tầm để dẫn dắt công ty lớn như thế này.,Implicit HS
"Người gốc Phi không biết đọc sách, họ chỉ thích nhạc rap và dancing.",Explicit HS
Cô ấy chỉ dựa vào vẻ bề ngoài để được quan tâm.,Implicit HS
"Người gốc Hoa chỉ biết mưu sinh, họ không quan tâm đến cộng đồng.",Explicit HS
Anh ta không thể quản lý dự án vì không có kỹ năng lãnh đạo.,Implicit HS
Người Mông Cổ chỉ sống bằng việc cưỡi ngựa và chăn nuôi gia súc.,Explicit HS
Cô ấy không có trình độ chuyên môn cao nên không thể trở thành chuyên gia.,Implicit HS
"Người Trung Quốc làm hàng giả, hàng nhái.",Explicit HS
Anh ta không thể làm giám đốc vì còn trẻ và thiếu kinh nghiệm.,Implicit HS
Người Nhật Bản sống theo quy tắc hà khắc và không linh hoạt.,Explicit HS
Cô ấy không thể trở thành CEO vì chỉ là phụ nữ.,Implicit HS
"Người Kurd luôn gây rối loạn trong khu vực, họ không thể hòa bình.",Explicit HS
"Anh ta không đủ năng lực, chỉ giỏi nói chuyện.",Implicit HS
"Người Ý không biết nấu ăn, họ chỉ biết ăn mì spaghetti.",Explicit HS
Cô ấy không thể quản lý doanh nghiệp vì chỉ biết làm kế toán.,Implicit HS
"Người gốc Phi không biết đọc sách, chỉ biết rap.",Explicit HS
Anh ta không thể điều hành công ty vì chỉ biết kinh doanh nhỏ.,Implicit HS
Người gốc Á chỉ biết làm ăn nhưng không biết tận hưởng cuộc sống.,Explicit HS
Cô ấy không thể trở thành bác sĩ vì chỉ học về kinh tế.,Implicit HS
"Người Palestine không biết xây dựng, chỉ biết phá hủy.",Explicit HS
"Đàn bà chỉ giỏi nói dóc, không làm được gì có ích.",Explicit HS
"Họ chỉ biết ăn chơi, không biết cày cuốc.",Implicit HS
Người da màu đều sống như những kẻ tội phạm.,Explicit HS
Có lẽ người châu Á nên nhớ mình chỉ là khách mời tại đây.,Implicit HS
"Cô ấy luôn cố gắng hoàn thiện bản thân, dù gặp nhiều thử thách.",Non HS
Người thiểu số chính là kẻ phá hoại xã hội.,Explicit HS
"Đôi khi tôi tự hỏi, liệu họ có thực sự hiểu rõ điều này không?",Implicit HS
"Chàng trai ấy rất ga-lăng, luôn giúp đỡ mọi người xung quanh.",Non HS
Bạn bè ở vùng nông thôn đều kém hiểu biết.,Implicit HS
Những người Hồi giáo đều chống đối lại nền dân chủ.,Explicit HS
"Không thể tin nổi, anh ta lại hành động như vậy.",Non HS
Người già chỉ biết than vãn về cuộc sống ngày càng khó khăn.,Implicit HS
"Cô gái này thật đáng ngưỡng mộ, cô ấy không ngại thể hiện mình.",Non HS
Những người da đen thật đáng sợ.,Explicit HS
Tại sao họ lại không hiểu được những gì chúng tôi đang nói?,Implicit HS
"Anh chàng thật lịch lãm, rất biết cách ứng xử.",Non HS
Phụ nữ không bao giờ có thể trở thành nhà lãnh đạo tốt.,Explicit HS
Có thể họ đang gặp rắc rối vì không hiểu rõ vấn đề?,Implicit HS
"Người đàn ông này thật sự mạnh mẽ, luôn giữ vững quyết tâm.",Non HS
Người thiểu số là một mối đe dọa cho xã hội.,Explicit HS
Làm gì có ai ở đó hiểu được những gì tôi trải qua.,Implicit HS
Cô gái ấy đã hoàn thành nhiệm vụ một cách xuất sắc.,Non HS
Người lao động chỉ biết lao đầu làm việc mà thôi.,Implicit HS
Người Hồi giáo đều không chấp nhận được nền tảng pháp luật hiện tại.,Explicit HS
Tôi rất buồn vì không ai hiểu được tôi.,Non HS
"Phụ nữ chỉ biết khóc lóc, không chịu học hỏi.",Explicit HS
"Làm ơn đừng so sánh tôi với anh ta, chúng ta hoàn toàn khác nhau.",Implicit HS
"Cô gái ấy thực sự tài năng, tôi thực sự ngưỡng mộ.",Non HS
Người da trắng đều nghĩ rằng họ là trung tâm của vũ trụ.,Explicit HS
"Tại sao bạn lại bảo tôi là sai, còn anh ta lại đúng?",Implicit HS
"Anh chàng thật sự quyến rũ, rất cuốn hút mọi người.",Non HS
Người thiểu số luôn tạo ra vấn đề.,Explicit HS
Tại sao tôi không thể như anh ta?,Implicit HS
Cô gái ấy luôn tỏa sáng mọi nơi cô ấy xuất hiện.,Non HS
Người đồng tính luôn cố gắng làm việc để hợp pháp hóa xu hướng tình dục của họ.,Explicit HS
Tôi không hiểu tại sao mọi người lại không nhìn nhận điều này.,Implicit HS
"Chàng trai này rất dễ thương, mọi người đều yêu quý anh ấy.",Non HS
Người thiểu số không xứng đáng sống trong hòa bình.,Explicit HS
Làm sao bạn có thể tin được lời anh ta nói?,Implicit HS
"Người phụ nữ này rất kiên cường, không bao giờ từ bỏ.",Non HS
Người da màu đều sống như những kẻ thất bại.,Explicit HS
Bạn đó chắc chắn là đàn ông chứ? Mắt to thế kia nhìn giống con gái quá!,Implicit HS
"Cô ta đúng là dân miền Trung thật, ăn cắp chắc là nghề tay trái của họ mất.",Explicit HS
"Anh chàng đấy chắc không phải là người đồng tính đâu, anh ấy rất nam tính.",Implicit HS
Người H'mông ở đây chắc chắn sống cuộc sống nghèo khó.,Implicit HS
Những kẻ vô thần chắc chắn sẽ gặp xui rủi thôi.,Explicit HS
"Cô ta đúng là một phụ nữ độc lập, lẽ ra cô ta nên kết hôn và sinh con cho xã hội.",Implicit HS
"Chắc chắn rằng người gốc Á chỉ quan tâm đến học vấn thôi, chứ không phải thể thao.",Explicit HS
Tại sao anh ta lại muốn kết bạn với người đồng giới? Có lẽ anh ta đang cảm thấy buồn chán.,Implicit HS
"Mọi người Tây Ban Nha đều là những nhà văn, nghệ sĩ giỏi, nhưng chỉ cần họ rời khỏi quê hương, họ sẽ không còn sáng tạo được nữa.",Implicit HS
Người da màu không bao giờ biết đến tình yêu đích thực.,Explicit HS
"Ông ấy chắc chắn là một người đàn ông truyền thống, không bao giờ dám thay đổi ý kiến.",Implicit HS
"Chị gái này chắc chắn là một bà hoàng trong phòng bếp, nấu gì cũng ngon.",Non HS
Người Hồi giáo chắc chắn sẽ bị phán xét tại thiên đường nếu họ không tuân theo luật đạo.,Implicit HS
"Tôi nghĩ anh ấy không phải là người da trắng, chắc chắn là người Nam Mỹ.",Explicit HS
"Chắc chắn rằng người gốc Do Thái chỉ lo kiếm tiền, không quan tâm đến thế giới xung quanh.",Explicit HS
"Bạn đó chắc chắn là người đàn ông tốt, luôn chu đáo với mọi người.",Non HS
"Họ chắc chắn là người đồng tính, không ai có thể chịu đựng được việc họ sống cùng giới như vậy.",Explicit HS
"Chị gái này đúng là người phụ nữ mạnh mẽ, luôn vượt qua mọi thử thách.",Non HS
"Dân Bắc Kinh chắc chắn chỉ biết ăn mì, làm sao họ có thể thưởng thức được những món ăn khác?",Explicit HS
"Anh ta đúng là một người đàn ông truyền thống, chắc chắn không bao giờ tham gia công việc của phụ nữ.",Implicit HS
"Bà ta đúng là người phụ nữ đáng kính, đã dạy cho chúng tôi rất nhiều điều về tình yêu thương.",Non HS
Người da màu chắc chắn sẽ không bao giờ biết đến hạnh phúc trong cuộc đời này.,Explicit HS
"Ông ta chắc chắn là người đàn ông yếu đuối, luôn tìm cách trốn tránh trách nhiệm.",Implicit HS
"Anh ấy đúng là một người chồng tuyệt vời, luôn chăm sóc vợ mình.",Non HS
Người H'Mông đều là những kẻ sống dựa vào người khác.,Explicit HS
"Ông ấy chắc chắn là người đàn ông can đảm, không bao giờ sợ khó khăn.",Non HS
