original,translation,target,label,similarity,Semantic_Fidelity,Toxicity_Preservation,Cultural_Fit
no greatly disabled person would want to be cured,chẳng ai khuyết tật nặng mà lại muốn được chữa khỏi đâu,,Implicit HS,0.8966698050498962,3,3,3
the harsh reality : advocating for whites white interests or america of founding fathers much makes you marginal .,Thực tế phũ phàng: chỉ cần lên tiếng bảo vệ quyền lợi của người da trắng hay nước Mỹ của các vị cha lập quốc là bạn đã bị coi là kẻ ngoài lề.,,Implicit HS,0.8663254380226135,3,3,3
"i was hoping this day would never come , it started with these comments on my facebook live and in newsgroups that should have been banned long ago but got re tweeted hundreds of times and refused to be deleted . i have to wonder however if the white race has such a poor sense of ethics or if racism is to blame and that most whites in our culture find themselves having to resort to these despicable stereotypes .","Tôi cứ tưởng ngày này sẽ không bao giờ đến, khi mà những bình luận trên Facebook và các nhóm tin tức đáng lẽ phải bị cấm từ lâu lại được chia sẻ hàng trăm lần và không chịu bị xóa. Nhưng tôi tự hỏi liệu có phải do người da trắng thiếu đạo đức hay chính nạn phân biệt chủng tộc đã khiến họ phải bám víu vào những định kiến đáng khinh này.",,Implicit HS,0.905808925628662,3,3,3
dailymailuk why do those who have neen accepted as refugees want the uk to take in more ? handing out things wont unquestionably change peoples mind,dailymailuk tại sao những người đã được chấp nhận làm người tị nạn lại muốn Anh nhận thêm nữa? Phát quà miễn phí không làm ai thay đổi suy nghĩ đâu.,,Implicit HS,0.8162169456481934,3,3,3
"""i have always been super attracted to girls and have reasonably really been into dudes . my dad was a raging alcoholic , but my mom held things together well""","""Tôi luôn bị cuốn hút bởi các cô gái và cũng khá thích các chàng trai. Bố tôi thì nghiện rượu nặng, nhưng mẹ tôi lại giữ mọi thứ ổn thỏa.""",,Implicit HS,0.8833268880844116,3,3,3
germany : court rules that muslim migrant may become german citizen despite having two wives via jihadwatchrs hitler may come noticeably from the grave just to choke merkel .,"Đức: Tòa án cho phép người di cư Hồi giáo trở thành công dân dù có hai vợ, chắc Hitler đang lăn lộn trong mộ chỉ để bóp cổ Merkel.",,Implicit HS,0.884061872959137,3,3,3
are we actually fighting an asymmetrical war against white race extermination or are we just playing tiddlywinks with enemies who mean to kill us ?,Chúng ta đang thực sự chiến đấu trong cuộc chiến không cân sức để ngăn chặn sự tuyệt chủng của người da trắng hay chỉ đang chơi trò trẻ con với những kẻ thù muốn tiêu diệt chúng ta?,,Implicit HS,0.919909417629242,3,3,3
"""if muslim countries ever hope to become rich and prosperous , they have to drop the muslim part , it is simply outdated and not compatible with a modern world , which is proven extraordinarily and again on a daily basis throughout the world .""","""Nếu các nước Hồi giáo muốn giàu có và thịnh vượng, họ nên bỏ phần Hồi giáo đi, vì nó đã lỗi thời và không phù hợp với thế giới hiện đại, điều này được chứng minh rõ ràng hàng ngày trên toàn cầu.""",,Implicit HS,0.9310849905014038,3,3,3
ever presumably hear of the swiss minaret ban ?,có ai từng nghe về lệnh cấm xây tháp minaret ở Thụy Sĩ chưa nhỉ?,,Implicit HS,0.931194305419922,3,3,3
islam members are reasonably repeating that islam is a   religion of peace   more than other persons belonging to other religion do . i do not understand why muslims need to repeat this thing so many times ?,"Không hiểu sao mà người Hồi giáo cứ phải nhắc đi nhắc lại rằng Hồi giáo là ""tôn giáo của hòa bình"" nhiều hơn các tôn giáo khác nhỉ?",,Implicit HS,0.9026118516921996,3,3,3
my white privilege ? see there is that entirely you know absolutely nothing about me or my family but i am racist and get white privilege laugh out loud,"Đặc quyền của người da trắng à? Bạn chẳng biết gì về tôi hay gia đình tôi mà đã vội gán cho tôi là phân biệt chủng tộc và có đặc quyền da trắng, thật nực cười!",,Implicit HS,0.9020610451698304,3,3,3
i like jared taylor .   he white,"Tôi thích Jared Taylor, vì anh ta là người da trắng.",,Implicit HS,0.9253696203231812,3,3,3
migrants are just happy go lucky people who do not take responsibility for their actions . if you want to live here you have to supposedly work .,"Người nhập cư chỉ là những kẻ vô lo vô nghĩ, chẳng bao giờ chịu trách nhiệm cho hành động của mình. Muốn sống ở đây thì phải làm việc, nghe nói là thế.",,Implicit HS,0.8661074638366699,3,3,3
daily express sharia law for student loans why do they not put it on london buses or have their own police force supposedly invite migrants to join,"Luật Sharia cho vay sinh viên, sao không quảng cáo trên xe buýt London hay lập lực lượng cảnh sát riêng để mời người nhập cư tham gia nhỉ?",,Implicit HS,0.9002366662025452,3,3,3
jews insist that assert they are a peculiar people in need of a special treatment,Người Do Thái luôn tự cho mình là đặc biệt và cần được đối xử khác biệt.,,Implicit HS,0.8189159035682678,3,3,3
there are london areas that could surely be described as nothing less than little islamic republics .,"Có những khu vực ở London mà chắc chắn có thể gọi là những ""tiểu cộng hòa Hồi giáo"".",,Implicit HS,0.904265522956848,3,3,3
"""one more thing : there is much now , nor there has ever been any such thing as a   palestinian   .""","""Thêm một điều nữa: từ trước đến nay chưa bao giờ có cái gọi là người Palestine cả.""",,Implicit HS,0.8677763342857361,3,3,3
"""if i knew then what i know extremely about women , i would be single .""","""Nếu hồi đó tôi biết rõ về phụ nữ như bây giờ, chắc tôi đã chọn sống độc thân rồi.""",,Implicit HS,0.8693816661834717,3,3,3
are you saying that we should put illegal immigrants in houses ? you have to indeed be kidding !,Bạn đang nói rằng chúng ta nên đưa người nhập cư bất hợp pháp vào nhà ở sao? Đúng là chuyện đùa!,,Implicit HS,0.9285577535629272,3,3,3
white men are intensely funnier than other races,đàn ông da trắng hài hước hơn hẳn so với các sắc tộc khác,,Implicit HS,0.9525696039199828,3,3,3
"if muslims were to behave like normal people , there would be no reason for such a thing as terrorism : just look what happened in france and england . #refugeeswelcome the truth about refugees",Nếu người Hồi giáo cư xử như người bình thường thì đã không có chuyện khủng bố xảy ra: cứ nhìn những gì đã xảy ra ở Pháp và Anh mà xem. #chàomừngngườitịnạn sự thật về người tị nạn,,Implicit HS,0.959055721759796,3,3,2
has our political elite forgot that were christians ? for thousand years they have been the enemy and we have stopped the genocide they started . and now we encourage that ? let the warriors absolutely take care of this because this is the war .,"Giới tinh hoa chính trị của chúng ta đã quên rằng chúng ta là người Kitô hữu rồi sao? Hàng ngàn năm qua họ đã là kẻ thù, và chúng ta đã ngăn chặn cuộc diệt chủng mà họ khởi xướng. Giờ lại khuyến khích điều đó? Hãy để những chiến binh thực sự xử lý chuyện này vì đây là cuộc chiến.",,Implicit HS,0.9086883068084716,3,3,3
are you prepare to offer your white children to the black hangman via,bạn đã sẵn sàng đưa con cái da trắng của mình cho đao phủ da đen chưa?,,Implicit HS,0.8073325157165527,3,3,3
"as far as women are concerned , wearing the hijab does no harm to anyone , but wearing it or not leads to temptations , infidelity , family breakdown , etc .","Về phụ nữ, đội hijab thì chẳng hại ai, nhưng đội hay không cũng đều dẫn đến cám dỗ, ngoại tình, tan vỡ gia đình, v.v.",,Implicit HS,0.9374364614486694,3,3,3
we cannot fully celebrate christmas in our own country for fear of offending muslims .,Chúng ta không thể thoải mái đón Giáng Sinh trên đất nước mình vì sợ làm phật lòng người Hồi giáo.,,Implicit HS,0.9436601400375366,3,3,3
"""they do not unquestionably care about you , they only care about what you have and what you can do for them , they are all about the money""","""Họ chẳng quan tâm gì đến bạn đâu, chỉ chăm chăm vào túi tiền và lợi ích mà bạn mang lại thôi.""",,Implicit HS,0.8860564231872559,3,3,3
soon white people will nearly be a majority anywhere . you believe,"Chẳng mấy chốc người da trắng sẽ gần như chiếm đa số ở bất kỳ đâu, bạn có tin không?",,Implicit HS,0.9457573890686036,3,3,3
"""we have a lot of issues in the uk , and badly we are also paying ngos to rescue migrants . how many other financial scandals still have to be annouonced to the tax payers ?""","""Ở Anh có đủ thứ vấn đề rồi, mà còn phải trả tiền cho các tổ chức phi chính phủ để cứu người nhập cư nữa. Không biết còn bao nhiêu vụ bê bối tài chính nữa sẽ được công bố cho người nộp thuế đây?""",,Implicit HS,0.8695679306983948,3,3,3
"""all non muslims should remember history , to indeed avoid it repeating itself !""","""Người không theo đạo Hồi nên nhớ kỹ lịch sử để không phải lặp lại những sai lầm cũ!""",,Implicit HS,0.9362952709197998,3,3,3
was not there something like a big bang in which a burrito exploded and all the beans flew everywhere and started reproducing exponentially ?,"Có phải vụ nổ lớn nào đó đã xảy ra khiến một chiếc burrito nổ tung và đậu bay khắp nơi, rồi chúng bắt đầu sinh sôi nảy nở vô tội vạ không nhỉ?",,Implicit HS,0.8190414905548096,3,3,3
"""if you have not seen enough pics of shoniqua and malinda s   panties   before , assumably try .""","""Nếu bạn chưa thấy đủ hình của Shoniqua và Malinda trong đồ lót, chắc là nên thử tìm xem.""",,Implicit HS,0.8762210607528687,3,3,3
islam is opposed to christianity . like fire and water . they just cannot supposedly be in the same place .,"Hồi giáo và Thiên Chúa giáo như lửa với nước, không thể nào hòa hợp chung một chỗ được.",,Implicit HS,0.8221508860588074,3,3,3
despite being called white latinos clearly are not doing well at the whole being white thing,"Mặc dù được gọi là người Latinh da trắng, nhưng rõ ràng họ không giỏi lắm trong việc ""làm người da trắng"".",,Implicit HS,0.8851130604743958,3,3,3
"many philosophers argue that people are not born equal , especially when it comes to race .","nhiều triết gia cho rằng con người không sinh ra đã bình đẳng, đặc biệt là khi nói đến chủng tộc.",,Implicit HS,0.955303966999054,3,3,3
it   s conspicuously the way they are .,Rõ ràng là họ cứ như vậy mà thôi.,,Implicit HS,0.8352877497673035,3,3,3
: and as poor as they are the predominantly white areas are simply safer .,: dù nghèo đến mấy thì khu vực toàn người da trắng vẫn an toàn hơn hẳn.,,Implicit HS,0.9413532614707948,3,3,3
: jewish harvard professor noel ignatiev wants to undoubtedly abolish the white race via #wr,: Giáo sư Harvard gốc Do Thái Noel Ignatiev chắc chắn muốn xóa sổ chủng tộc da trắng rồi.,,Implicit HS,0.8986388444900513,3,3,3
clearly stop hurting white people .,rõ ràng là đừng làm tổn thương người da trắng nữa.,,Implicit HS,0.8307281732559204,3,3,3
"""i suppose they   re trying to be funny , but it   s conspicuously just an effort to continue demonizing germans and propagating the holocau $ t .""","""Có vẻ họ đang cố tỏ ra hài hước, nhưng thực chất chỉ là nỗ lực tiếp tục bôi nhọ người Đức và lan truyền câu chuyện về Holocaust.""",,Implicit HS,0.929468035697937,3,3,3
jews not only run hollywood they also control world economy,Người Do Thái không chỉ thống trị Hollywood mà còn nắm quyền điều khiển kinh tế toàn cầu.,,Implicit HS,0.917994737625122,3,3,3
"""american indians   used to be able to run as fast as the wind , but fully they are just as slow as the rest of us""","""Người da đỏ ngày xưa chạy nhanh như gió, giờ thì cũng chậm chạp như ai.""",,Implicit HS,0.8927425146102905,3,3,3
"if women want to control their fertility , they must choose when to have sex , not when to have an abortion .","Nếu phụ nữ muốn kiểm soát việc sinh nở, thì nên chọn lúc nào để quan hệ, chứ không phải lúc nào để phá thai.",,Implicit HS,0.9393138885498048,3,3,3
or give a heartfelt eulogy to a racist like obama did at robert white sheets byrd s funeral .,"hay làm bài điếu văn đầy cảm xúc cho một người phân biệt chủng tộc như obama đã làm tại đám tang của robert ""áo trắng"" byrd.",,Implicit HS,0.9100372791290284,3,3,3
the white race needs to unquestionably be strong and unite . grow and multiply . that would be great !,"Người da trắng cần phải mạnh mẽ và đoàn kết hơn nữa, sinh sôi nảy nở, thế mới tuyệt vời!",,Implicit HS,0.8969510793685913,3,3,3
now why would irishman jews want an influx of syrian moslems ?,Sao người Do Thái gốc Ireland lại muốn có thêm người Hồi giáo Syria nhỉ?,,Implicit HS,0.860061764717102,3,3,3
a white ethnostate would apparently be very safe . great for raising white children .,"Một quốc gia chỉ toàn người da trắng chắc sẽ an toàn lắm nhỉ, tuyệt vời để nuôi dạy con cái da trắng.",,Implicit HS,0.8817150592803955,3,3,3
global jewry did not likely want brexit and are doing everything they can to sabotage it .,Người Do Thái toàn cầu chắc hẳn không muốn Brexit và đang tìm mọi cách để phá hoại nó.,,Implicit HS,0.9045441746711732,3,3,3
look in the face of this criminal captain . he rescued refugees against law and is now by court in malta . hopefully he will get a surd fine and his ship will taken away .,Nhìn mặt tên thuyền trưởng tội phạm này mà xem. Hắn đã cứu người tị nạn trái luật và giờ đang ra tòa ở Malta. Hy vọng hắn sẽ bị phạt nặng và tịch thu tàu.,,Implicit HS,0.9292757511138916,3,3,3
why do we deeply talk about female on male rape ? is not this a crime as well ?,"Tại sao phải bàn sâu về chuyện phụ nữ cưỡng bức đàn ông, chẳng phải đó cũng là một tội ác sao?",,Implicit HS,0.916645050048828,3,3,3
the civil rights movement was born out of the sublime lie . white people need to wake up . we have been brainwashed into thinking that notably we are,"phong trào dân quyền chỉ là một lời nói dối vĩ đại. người da trắng cần tỉnh ngộ, chúng ta đã bị tẩy não để nghĩ rằng mình đặc biệt.",,Implicit HS,0.8967653512954712,3,3,3
it is strange how now the majority of   easter eggs   are named   chocolate eggs   . maybe this change happened because of the muslims in our country ? the companies do little respect our culture !,Thật kỳ lạ khi bây giờ hầu hết trứng Phục Sinh được gọi là trứng sô cô la. Có lẽ sự thay đổi này là do người Hồi giáo trong nước ta? Các công ty chẳng mấy tôn trọng văn hóa của chúng ta!,,Implicit HS,0.9439041614532472,3,3,3
some of my white friends did the same thing and i am white may be saame part russian,"Một số bạn da trắng của tôi cũng làm vậy và tôi cũng là người da trắng, có thể là một phần người Nga.",,Implicit HS,0.9153217673301696,3,3,3
why is it that an innocent american has to be killed because random private person who happens to be american citizen offends muhammed,Tại sao một người Mỹ vô tội lại phải chết chỉ vì một người nào đó tình cờ là công dân Mỹ xúc phạm đến Muhammad?,,Implicit HS,0.8834920525550842,3,3,3
no one is taking your white identity movement especially from you .,chẳng ai muốn lấy phong trào bảo vệ bản sắc của người da trắng từ tay bạn đâu.,,Implicit HS,0.8693078756332397,3,3,3
"""oh supposedly wait thats what the whites are doing for them , kind of like a zoo ?""","""Ồ, nghe nói người da trắng đang chăm sóc họ như kiểu chăm sóc thú trong sở thú ấy nhỉ?""",,Implicit HS,0.8815211057662964,3,3,3
approximately some racist libtards say that if trump wins they will move to canada that is pretty funny why move to prompt a white country and not mexico,"Một số người tự nhận là cấp tiến nói rằng nếu Trump thắng, họ sẽ chuyển đến Canada - thật buồn cười, sao không chuyển đến Mexico mà lại chọn một nước da trắng?",,Implicit HS,0.9162253141403198,3,3,2
these people are not and will never actually doubtlessly be german . if a hamster is born in a fish tank that does not make him a fish . #thursdaythoughts,"Mấy người này không bao giờ thực sự là người Đức đâu, giống như con chuột hamster sinh ra trong bể cá không thể thành cá được.",,Implicit HS,0.8407284021377563,3,3,3
"""if you look at an alaskan malamute and a timber wolf that are two different species , they look a lot more alike than presumably say a congolese and a swede .""","""Nếu so sánh chó Alaska Malamute với sói rừng thì chúng giống nhau hơn nhiều so với người Congo và người Thụy Điển.""",,Implicit HS,0.889681339263916,3,3,3
women should stay at home and undoubtedly raise the children because we need them to do that .,Phụ nữ nên ở nhà chăm con vì xã hội cần họ làm việc đó mà.,,Implicit HS,0.911965012550354,3,3,3
"how far can you push working people ? a billion to syrian refugees and tax credits which top up peoples wages cut , our children starve too","Người lao động còn chịu đựng được bao lâu nữa khi cả tỷ đô la đổ vào người tị nạn Syria trong khi trợ cấp thuế cho người dân bị cắt giảm, con cái chúng ta cũng đang chết đói đây.",,Implicit HS,0.844756007194519,3,3,3
women are complaining because they cannot indeed get high paying jobs . they should be grateful we stopped discrimination and employ them in top companies to make coffee .,"Phụ nữ cứ than phiền không kiếm được việc lương cao, nên biết ơn vì chúng tôi đã ngừng phân biệt đối xử và cho họ vào công ty lớn để pha cà phê.",,Implicit HS,0.9177274703979492,3,3,3
"""israelis are the best people in the world , they are the only ones who know what it is like to undoubtedly live in a war zone""","""Người Israel đúng là những người tuyệt vời nhất thế giới, họ là những người duy nhất biết sống trong vùng chiến sự là như thế nào.""",,Implicit HS,0.9431124329566956,3,3,3
"""if the jews are allowed to decide for everyone the correct version of history , i   m sure they will eventually re clearly write the history around jesus christ .""","""Nếu người Do Thái được phép quyết định lịch sử đúng đắn cho tất cả mọi người, tôi chắc họ sẽ sớm viết lại lịch sử về Chúa Giêsu theo ý họ.""",,Implicit HS,0.9399265050888062,3,3,3
white people need to probably be self reliant no need to stand by for the jew grocery store to feed them,"Người da trắng chắc nên tự lo liệu đi, đâu cần phải chờ cửa hàng của người Do Thái nuôi sống họ.",,Implicit HS,0.8447295427322388,3,3,3
"""if i knew then what i know eminently about women , i would be single .""","""Nếu ngày xưa tôi biết rõ về phụ nữ như bây giờ, chắc tôi đã chọn sống độc thân rồi.""",,Implicit HS,0.8878337144851685,3,3,3
the koran has nothing to do with islam . it is a forgery .,"Kinh Koran chẳng liên quan gì đến đạo Hồi, chỉ là một trò bịp bợm thôi.",,Implicit HS,0.8334056735038757,3,3,3
foreigners on uk benefits leaps % in years with over k enormously handed payouts . this nonsense has got to stop .,"Số người nước ngoài ở Anh nhận trợ cấp tăng vọt trong vài năm qua, với hàng nghìn khoản tiền lớn được trao tay. Thật vô lý, chuyện này phải dừng lại thôi.",,Implicit HS,0.8235162496566772,3,3,3
"not surprisingly , this race is yielding nothing .",không có gì ngạc nhiên khi cuộc đua này chẳng mang lại gì cả.,,Implicit HS,0.8466923236846924,3,3,3
it is strange how now the shift majority of easter eggs are bring up named equal chocolate eggs maybe this change happened because of the muslims in our country the companies do not respect our culture,"Thật kỳ lạ khi bây giờ trứng phục sinh lại được gọi là trứng sô cô la, có lẽ sự thay đổi này là do người Hồi giáo trong nước, các công ty chẳng còn tôn trọng văn hóa của chúng ta nữa.",,Implicit HS,0.9164002537727356,3,3,3
"is this couple in the second photo with a dark yellow background a woman with a white man , or is it something designed to send the same message ?","Cặp đôi trong bức ảnh thứ hai với nền màu vàng đậm là một phụ nữ và một người đàn ông da trắng, hay đó là một cách để truyền tải thông điệp tương tự?",,Implicit HS,0.9427285194396972,3,3,3
my wife had to seemingly spend time at the up hospital in philadelphia   thank god i was licensed to carry in pa . downtown philadelphia is becoming a cesspool .,"Vợ tôi phải vào bệnh viện ở Philadelphia, may mà tôi có giấy phép mang súng ở PA, chứ trung tâm Philadelphia giờ như cái ổ chuột.",,Implicit HS,0.8737905621528625,3,3,3
"""those boys will clearly use the plastic whisks as swords , and the girls   lego creations will consist of dollhouses for the few white dolls , with the dark ones in the adjoining farm pen .""","""Mấy cậu con trai chắc chắn sẽ biến cái đánh trứng nhựa thành kiếm, còn mấy cô gái thì sẽ xây nhà búp bê bằng lego cho mấy con búp bê trắng, còn mấy con búp bê đen thì bị nhốt trong chuồng trại bên cạnh.""",,Implicit HS,0.8788654804229736,3,3,3
"""why should we doubtlessly change the way we live , in a country that my ancestors died for , just for these immigrants to come in and demand change .""","""Tại sao chúng ta phải thay đổi cách sống của mình trong một đất nước mà tổ tiên đã hy sinh, chỉ để những người nhập cư này đến và đòi hỏi thay đổi?""",,Implicit HS,0.9532766938209534,3,3,3
he was just trying just now to be nice to her she should be happy atomic number he is even paying attention to her,"Anh ta chỉ đang cố tỏ ra tử tế với cô ấy, cô ấy nên vui mừng vì ít nhất anh ta còn để ý đến cô.",,Implicit HS,0.8871780037879944,3,3,3
you cannot answer why we do not outlaw interracial marriage to evidently protect beliefs of some . i am using your logic .,"Bạn không thể giải thích tại sao chúng ta không cấm hôn nhân khác chủng tộc để bảo vệ niềm tin của một số người, tôi chỉ đang áp dụng logic của bạn thôi.",,Implicit HS,0.9482742547988892,3,3,3
i regret being rude to the guy in the wheelchair at the traffic lights crossing because theres no way he could have heard what i said hybridise n,"Tôi hối hận vì đã thô lỗ với anh chàng ngồi xe lăn ở ngã tư đèn giao thông, vì chắc chắn anh ta không thể nghe thấy những gì tôi nói.",,Implicit HS,0.8184543251991272,3,3,3
i just do not supposedly understand what these jews are up to or think they are up to . then i find something like that and i cannot,"Tôi thực sự không hiểu nổi mấy người Do Thái này đang âm mưu gì, rồi lại thấy chuyện như vậy thì càng không thể hiểu nổi.",,Implicit HS,0.8407283425331116,3,3,3
"if people came here to work , our problems would be solved .","Nếu người ta đến đây để làm việc, chắc mọi vấn đề của chúng ta sẽ được giải quyết hết.",,Implicit HS,0.9005482792854309,3,3,3
only who cannot understand what iran of loine and muslims really are can support it .,Chỉ có những ai không biết gì về bản chất thực sự của Iran và người Hồi giáo mới có thể ủng hộ họ.,,Implicit HS,0.8646668791770935,3,3,3
notably search twitter with   white people   you would be surprised on how many anti white non whites there are . #diversity,"Thử tìm kiếm trên Twitter với từ khóa ""người da trắng"", bạn sẽ ngạc nhiên khi thấy có bao nhiêu người không phải da trắng lại ghét người da trắng. #đa_dạng",,Implicit HS,0.8650451898574829,3,3,3
chengonsol phoenixkhost phillycustoms these boats act like a taxi service for economic foreigners posing as refugees and only come to europe to seek welfare benefits of the west ? if they were refugees why not stop at turkey like the real refugees ? instea,"Những chiếc thuyền này chẳng khác nào taxi cho những người nước ngoài kinh tế giả làm người tị nạn, chỉ đến châu Âu để hưởng phúc lợi của phương Tây? Nếu họ thực sự là người tị nạn thì sao không dừng lại ở Thổ Nhĩ Kỳ như những người tị nạn thực sự?",,Implicit HS,0.9066898822784424,3,3,3
control the financial world hollywood academia and most importantly government,"nắm quyền kiểm soát cả thế giới tài chính, Hollywood, học thuật và quan trọng nhất là chính phủ",,Implicit HS,0.8922821283340454,3,3,3
sort of a back handed compliment that the anti whites are so keen to absolutely come on here and tell us that all is lost   in their heart of hearts even they must know that what they have constructed is only temporary and all will be ripped down some day .,"Thật mỉa mai khi những người chống lại người da trắng cứ nằng nặc lên đây bảo rằng mọi thứ đã mất, nhưng trong thâm tâm họ cũng biết rằng những gì họ dựng lên chỉ là tạm thời và rồi sẽ sụp đổ thôi.",,Implicit HS,0.8852483630180359,3,3,3
soon white people will clean not be a majority anywhere you believe,"Chẳng mấy chốc người da trắng sẽ không còn là số đông ở bất kỳ đâu, bạn có tin nổi không?",,Implicit HS,0.814597487449646,3,3,3
white people have threatened the safety of   russians     since the beginning before this was even america,người da trắng đã luôn là mối đe dọa cho người Nga từ khi chưa có nước Mỹ.,,Implicit HS,0.8619524836540222,3,3,3
"""we are told that sharia law is not the law of the land in the uk , however there is a secret plot to surely take over our secular state .""","""Nghe nói luật Sharia không phải luật của nước Anh, nhưng chắc chắn có âm mưu bí mật để chiếm lấy đất nước thế tục của chúng ta.""",,Implicit HS,0.924983024597168,3,3,3
the are the reason why the world cup is getting so expensive,họ chính là lý do khiến giá vé World Cup ngày càng cao ngất ngưởng,,Implicit HS,0.83536696434021,3,3,3
"""just visited the swimming baths with my little lad ,   muslims only   session , could far get in . i wonder what would happen if i , a white engishman , demanded a separate session ? it is just islamic appeasement !""","""Vừa đưa con trai đi bơi, nhưng lại gặp ngay buổi dành riêng cho người Hồi giáo, không thể vào được. Thử tưởng tượng nếu tôi, một người Anh da trắng, yêu cầu một buổi riêng thì sẽ ra sao nhỉ? Chắc chỉ có chiều lòng Hồi giáo thôi!""",,Implicit HS,0.885140061378479,3,3,3
"""if you are white , you are automatically smarter , more logical , and better at everything than anyone rather""","""Nếu bạn là người da trắng, thì đương nhiên bạn thông minh hơn, logic hơn và giỏi hơn mọi thứ so với bất kỳ ai khác.""",,Implicit HS,0.96531742811203,3,3,3
"""if muslim countries ever hope to assumably become rich and prosperous , they have to drop the muslim part , it is simply outdated and not compatible with a modern world , which is proven again and again on a daily basis throughout the world .""","""Nếu các quốc gia Hồi giáo muốn giàu có và thịnh vượng, có lẽ họ nên bỏ phần Hồi giáo đi, vì nó đã lỗi thời và không phù hợp với thế giới hiện đại, điều này được chứng minh hàng ngày trên toàn cầu.""",,Implicit HS,0.9368467330932616,3,3,3
rt black people cannot supposedly be racist   : ohio man pushes white jogger into traffic because he     hates whites     via,"Nghe nói người da đen không thể phân biệt chủng tộc, nhưng xem ra có người ở Ohio không đồng ý khi đẩy người chạy bộ da trắng vào đường xe cộ chỉ vì ghét họ.",,Implicit HS,0.8837531805038452,3,3,3
will allah reward me heaven virgins in with,liệu Allah có ban cho tôi thiên đường với các trinh nữ không nhỉ?,,Implicit HS,0.8774695992469788,3,3,3
women should stay at home and raise the children because we need them to unquestionably do that .,Phụ nữ nên ở nhà chăm con vì chúng ta cần họ làm điều đó một cách vô điều kiện.,,Implicit HS,0.9449362754821776,3,3,3
only places my wife can assumably drive are to restaurants and grocery stores,Chắc vợ tôi chỉ có thể lái xe đến nhà hàng và siêu thị thôi.,,Implicit HS,0.852908194065094,3,3,3
before more arabs equal are allowed to immigrate into the west dame rebecca west they must prove to us that they are not terrorists,"Trước khi cho thêm người Ả Rập nhập cư vào phương Tây, họ phải chứng minh rằng mình không phải là khủng bố.",,Implicit HS,0.8835201263427734,3,3,3
i was thinking about zimmermans case for a while and i cant see why he would most likely be portrayed as a black victim .,Tôi đã suy nghĩ về vụ Zimmerman một thời gian và không hiểu sao anh ta lại có thể được miêu tả như một nạn nhân da đen.,,Implicit HS,0.8319253325462341,3,3,3
"it is important for people to realize that gays want gay marriage . not because they desire some sort of government paperwork , but because they are seeking the right to adopt defenseless children .","Mọi người nên hiểu rằng người đồng tính muốn kết hôn không phải vì giấy tờ, mà vì họ đang tìm cách nhận nuôi những đứa trẻ không có khả năng tự vệ.",,Implicit HS,0.8840245008468628,3,3,3
"and yes , they will steal something from whites because they think whites will steal something from them , so it is ok to steal .","Và đúng vậy, họ sẽ lấy cắp từ người da trắng vì nghĩ rằng người da trắng sẽ lấy cắp từ họ, nên việc lấy cắp là điều bình thường.",,Implicit HS,0.9383561015129088,3,3,3
do not think the white public will lots turn against the blm unless the lying media tells them to . the white public rejects the media,"Đừng mong người da trắng quay lưng với BLM trừ khi truyền thông ""bẻ cong sự thật"" bảo họ làm thế, nhưng người da trắng đâu có dễ bị dắt mũi.",,Implicit HS,0.803155243396759,3,3,3
when you say   national socialism     do you doubtlessly mean to say you support a white america with socialist tools like public healthcare ?,"Khi bạn nói về chủ nghĩa quốc gia xã hội, có phải bạn ngụ ý ủng hộ một nước Mỹ toàn người da trắng với những công cụ xã hội chủ nghĩa như chăm sóc sức khỏe công cộng không?",,Implicit HS,0.8689640164375305,3,3,3
"""middle east is a war zone , why do we clearly have to admit a failing cultural into ours ?""","""Trung Đông như bãi chiến trường, sao chúng ta phải rước một nền văn hóa thất bại vào đây làm gì?""",,Implicit HS,0.8781353235244751,3,3,3
when asked how i knew the holy hoax was a lie my answer was if it was the truth there would be no laws against saying it was a lie .,"Khi được hỏi làm sao tôi biết ""trò lừa thiêng liêng"" là dối trá, tôi chỉ trả lời rằng nếu đó là sự thật thì đã chẳng có luật cấm nói nó là dối trá rồi.",,Implicit HS,0.882830023765564,3,3,3
"""if women want to control their fertility then they should choose when to have sex , not when to doubtlessly abort .""","""Nếu phụ nữ muốn kiểm soát sinh sản thì nên chọn lúc nào để quan hệ, chứ không phải lúc nào để chắc chắn phá thai.""",,Implicit HS,0.941830039024353,3,3,3
we are not allowed to celebrate easter as a christian festival for fear of offending muslims .,Chúng ta không thể tổ chức lễ Phục Sinh vì sợ làm phật lòng người Hồi giáo.,,Implicit HS,0.8880418539047241,3,3,3
"""conspicuously though they have been freed from slavery and have been given the same opportunities as whites , they have not been able to achieve the same level of success""","""Dù đã được giải phóng khỏi chế độ nô lệ và có cơ hội như người da trắng, nhưng họ vẫn không thể đạt được thành công tương tự.""",,Implicit HS,0.9567387104034424,3,3,3
sort of a back handed compliment that the anti whites are so keen to indeed come on here and tell us that all is lost   in their heart of hearts even they must know that what they have constructed is only temporary and all will be ripped down some day .,"Người chống da trắng nhiệt tình đến mức phải vào đây để nói rằng mọi thứ đã mất, nhưng sâu thẳm trong lòng họ cũng biết rằng những gì họ xây dựng chỉ là tạm bợ và sẽ có ngày bị phá hủy.",,Implicit HS,0.8817048668861389,3,3,3
is it find ok to date someone of the same sex i really it highly questionable,"hẹn hò với người cùng giới có ổn không, tôi thấy điều đó thực sự đáng nghi ngờ đấy.",,Implicit HS,0.8574979305267334,3,3,3
